股票预测数,噪声样本数,降噪后股票预测数,发生修正数,原始正确数,修正后正确数,原始准确率,修正后准确率,降噪后原始正确数,降噪后修正正确数,降噪后原始准确率,降噪后修正准确率,准确率变化百分点,降噪后准确率变化百分点,原始实际下跌却预测上涨数,修正后实际下跌却预测上涨数
3131,1051,2080,216,1855,1971,59.25%,62.95%,1276,1385,61.35%,66.59%,3.7,5.24,1187,1021
