股票预测数,噪声样本数,降噪后股票预测数,发生修正数,原始正确数,修正后正确数,原始准确率,修正后准确率,降噪后原始正确数,降噪后修正正确数,降噪后原始准确率,降噪后修正准确率,准确率变化百分点,降噪后准确率变化百分点,原始实际下跌却预测上涨数,修正后实际下跌却预测上涨数
3634,872,2762,1298,1908,2686,52.50%,73.91%,1456,2215,52.72%,80.20%,21.41,27.48,1372,574
