锚点日期,训练样本数,特征集合,特征数量,日期,代码,名称,行业,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,换手率,预测上涨概率,方向阈值,预测涨跌,实际涨跌,涨跌预测是否准确,未来卖出日期,市场未来5日上涨比例,实际市场方向,实际市场状态,恐慌释放特征,过热回落风险特征,弱势延续风险特征,当日上涨比例,当日平均涨跌幅,上涨行业比例,行业强涨比例_1pct,连续上涨天数,上证指数_10日涨跌幅,上证指数_20日涨跌幅,上证指数_20日位置,沪深300_20日涨跌幅,沪深300_20日位置,中证500_20日涨跌幅,中证500_20日位置,中证1000_20日涨跌幅,中证1000_20日位置,5日后的实际涨跌幅,行业平均涨跌幅,行业上涨比例,个股强于行业,是否噪声样本,市场风险标签,原始预测涨跌,原始预测是否准确,修正原因,修正后预测涨跌,修正后预测是否准确,是否发生修正
2025-07-01,15117,core,49,2025-07-01,920748,路桥信息,IT服务Ⅱ,71.9,67.48,71.9,67.15,32413.0,221593656.78,6.73,-4.45,5.2,0.8768485155839512,0.345,上涨,下跌,0,2025-07-08,0.4407582938388625,下跌,普跌,1,1,0,0.5213270142180095,1.7594146919431275,0.6027397260273972,0.3287671232876712,3,0.0207658966307806,0.0284867929584853,1.0,0.0235589306338475,0.8520692455652918,0.0421138369419957,1.0,0.0500377691285165,1.0,-0.0096324836988738,-1.90906,0.0,-2.54094,True,常规环境,上涨,0,不修正,上涨,0,0
2025-07-01,15117,core,49,2025-07-01,600938,中国海油,油气开采Ⅱ,24.87481423,24.89386809,24.92244888,24.73191028,22734394.0,592758920.36,0.77,0.0766,0.7603,0.6856614355086297,0.345,上涨,下跌,0,2025-07-08,0.4407582938388625,下跌,普跌,1,1,0,0.5213270142180095,1.7594146919431275,0.6027397260273972,0.3287671232876712,3,0.0207658966307806,0.0284867929584853,1.0,0.0235589306338475,0.8520692455652918,0.0421138369419957,1.0,0.0500377691285165,1.0,-0.0026789131266744,0.0766,1.0,0.0,True,常规环境,上涨,0,不修正,上涨,0,0
2025-07-01,15117,core,49,2025-07-01,002352,顺丰控股,物流,47.78035916,48.2016336,48.65229928,47.75096792,13050680.0,642803153.98,1.89,0.9024,0.2722,0.6663458623191989,0.345,上涨,下跌,0,2025-07-08,0.4407582938388625,下跌,普跌,1,1,0,0.5213270142180095,1.7594146919431275,0.6027397260273972,0.3287671232876712,3,0.0207658966307806,0.0284867929584853,1.0,0.0235589306338475,0.8520692455652918,0.0421138369419957,1.0,0.0500377691285165,1.0,-0.0298780487804878,0.1865666666666666,0.6666666666666666,0.7158333333333333,False,常规环境,上涨,0,不修正,上涨,0,0
2025-07-01,15117,core,49,2025-07-01,920092,汉鑫科技,IT服务Ⅱ,44.95,44.03,45.5,43.09,23677.0,104451187.7,5.3,-3.25,7.42,0.665981215155932,0.345,上涨,下跌,0,2025-07-08,0.4407582938388625,下跌,普跌,1,1,0,0.5213270142180095,1.7594146919431275,0.6027397260273972,0.3287671232876712,3,0.0207658966307806,0.0284867929584853,1.0,0.0235589306338475,0.8520692455652918,0.0421138369419957,1.0,0.0500377691285165,1.0,-0.0074948898478309,-1.90906,0.0,-1.3409399999999998,True,常规环境,上涨,0,不修正,上涨,0,0
2025-07-01,15117,core,49,2025-07-01,002128,电投能源,煤炭开采,18.80925694,18.65710926,18.89484001,18.59054465,6568409.0,128944701.22,1.62,-0.8089,0.293,0.6652683952771528,0.345,上涨,上涨,1,2025-07-08,0.4407582938388625,下跌,普跌,1,1,0,0.5213270142180095,1.7594146919431275,0.6027397260273972,0.3287671232876712,3,0.0207658966307806,0.0284867929584853,1.0,0.0235589306338475,0.8520692455652918,0.0421138369419957,1.0,0.0500377691285165,1.0,0.015290519877676,-0.8089,0.0,0.0,True,常规环境,上涨,1,不修正,上涨,1,0
2025-07-01,15117,core,49,2025-07-01,600612,老凤祥,饰品,47.74204025,47.81881137,48.03952834,47.4061666,2210385.0,109850246.9,1.33,0.1608,0.697,0.6504235342146254,0.345,上涨,上涨,1,2025-07-08,0.4407582938388625,下跌,普跌,1,1,0,0.5213270142180095,1.7594146919431275,0.6027397260273972,0.3287671232876712,3,0.0207658966307806,0.0284867929584853,1.0,0.0235589306338475,0.8520692455652918,0.0421138369419957,1.0,0.0500377691285165,1.0,0.0074252458358419,0.1608,1.0,0.0,True,常规环境,上涨,1,不修正,上涨,1,0
2025-07-01,15117,core,49,2025-07-01,002558,巨人网络,游戏Ⅱ,23.73037936,22.9729208,24.1190752,22.85332208,68656800.0,1613240065.24,5.39,-2.1231,3.5486,0.6391476682097648,0.345,上涨,上涨,1,2025-07-08,0.4407582938388625,下跌,普跌,1,1,0,0.5213270142180095,1.7594146919431275,0.6027397260273972,0.3287671232876712,3,0.0207658966307806,0.0284867929584853,1.0,0.0235589306338475,0.8520692455652918,0.0421138369419957,1.0,0.0500377691285165,1.0,0.1214750542299347,-2.1231,0.0,0.0,False,常规环境,上涨,1,不修正,上涨,1,0
2025-07-01,15117,core,49,2025-07-01,601606,长城军工,地面兵装Ⅱ,30.38,31.96,31.96,28.1,153524215.0,4693665494.11,13.29,10.0172,21.1983,0.634769345640118,0.345,上涨,下跌,0,2025-07-08,0.4407582938388625,下跌,普跌,1,1,0,0.5213270142180095,1.7594146919431275,0.6027397260273972,0.3287671232876712,3,0.0207658966307806,0.0284867929584853,1.0,0.0235589306338475,0.8520692455652918,0.0421138369419957,1.0,0.0500377691285165,1.0,-0.0998122653316646,10.0172,1.0,0.0,False,常规环境,上涨,0,不修正,上涨,0,0
2025-07-01,15117,core,49,2025-07-01,920592,华信永道,软件开发,58.0,55.2,58.18,54.61,44289.0,247056701.83,6.18,-4.4,8.92,0.6340630131523537,0.345,上涨,上涨,1,2025-07-08,0.4407582938388625,下跌,普跌,1,1,0,0.5213270142180095,1.7594146919431275,0.6027397260273972,0.3287671232876712,3,0.0207658966307806,0.0284867929584853,1.0,0.0235589306338475,0.8520692455652918,0.0421138369419957,1.0,0.0500377691285165,1.0,0.0375,-2.44365,0.25,-1.9563500000000005,False,常规环境,上涨,1,不修正,上涨,1,0
2025-07-01,15117,core,49,2025-07-01,002940,昂利康,化学制药,36.0310973,40.5958982,40.5958982,36.0211522,16130624.0,617725806.31,12.4,9.9973,8.7063,0.6303260891937097,0.345,上涨,下跌,0,2025-07-08,0.4407582938388625,下跌,普跌,1,1,0,0.5213270142180095,1.7594146919431275,0.6027397260273972,0.3287671232876712,3,0.0207658966307806,0.0284867929584853,1.0,0.0235589306338475,0.8520692455652918,0.0421138369419957,1.0,0.0500377691285165,1.0,-0.0214173411243799,4.20902,1.0,5.788279999999999,False,常规环境,上涨,0,短线冲高且个股显著强于行业，原始上涨改下跌,下跌,1,1
