股票预测数,噪声样本数,降噪后股票预测数,发生修正数,原始正确数,修正后正确数,原始准确率,修正后准确率,降噪后原始正确数,降噪后修正正确数,降噪后原始准确率,降噪后修正准确率,准确率变化百分点,降噪后准确率变化百分点,原始实际下跌却预测上涨数,修正后实际下跌却预测上涨数
4490,1454,3036,11,2411,2408,53.70%,53.63%,1654,1650,54.48%,54.35%,-0.07,-0.13,1185,1192
