锚点日期,训练样本数,特征集合,特征数量,日期,代码,名称,行业,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,换手率,预测上涨概率,方向阈值,预测涨跌,实际涨跌,涨跌预测是否准确,未来卖出日期,市场未来5日上涨比例,实际市场方向,实际市场状态,恐慌释放特征,过热回落风险特征,弱势延续风险特征,当日上涨比例,当日平均涨跌幅,上涨行业比例,行业强涨比例_1pct,连续上涨天数,上证指数_10日涨跌幅,上证指数_20日涨跌幅,上证指数_20日位置,沪深300_20日涨跌幅,沪深300_20日位置,中证500_20日涨跌幅,中证500_20日位置,中证1000_20日涨跌幅,中证1000_20日位置,5日后的实际涨跌幅,行业平均涨跌幅,行业上涨比例,个股强于行业,是否噪声样本,市场风险标签,原始预测涨跌,原始预测是否准确,修正原因,修正后预测涨跌,修正后预测是否准确,是否发生修正
2026-02-02,37556,core,49,2026-02-02,600206,有研新材,半导体,21.89,21.05,22.0,21.02,31528743.0,677470596.53,4.4,-5.3933,3.7244,0.8735198042573435,0.28,上涨,上涨,1,2026-02-09,0.8430493273542601,上涨,强上涨,3,0,4,0.1434977578475336,-2.3509565022421524,0.1081081081081081,0.1081081081081081,0,-0.0238827655837927,-0.0019064145158019,0.0,-0.0236905096431967,0.0,0.0504296836857485,0.2832297877790504,0.0285725726990873,0.1824323699773066,0.0441805225653206,-5.50566,0.0,0.1123599999999998,False,恐慌释放高+弱势延续高,上涨,1,不修正,上涨,1,0
2026-02-02,37556,core,49,2026-02-02,600673,东阳光,综合Ⅱ,26.26,26.46,27.24,26.26,44682007.0,1198659281.46,3.6,-2.8634,1.4886,0.8710811358663384,0.28,上涨,上涨,1,2026-02-09,0.8430493273542601,上涨,强上涨,3,0,4,0.1434977578475336,-2.3509565022421524,0.1081081081081081,0.1081081081081081,0,-0.0238827655837927,-0.0019064145158019,0.0,-0.0236905096431967,0.0,0.0504296836857485,0.2832297877790504,0.0285725726990873,0.1824323699773066,0.1840513983371126,-2.8634,0.0,0.0,False,恐慌释放高+弱势延续高,上涨,1,不修正,上涨,1,0
2026-02-02,37556,core,49,2026-02-02,002655,共达电声,消费电子,12.8,12.45,12.93,12.41,11380801.0,144397248.78,4.04,-3.3385,3.1457,0.8654460878598326,0.28,上涨,上涨,1,2026-02-09,0.8430493273542601,上涨,强上涨,3,0,4,0.1434977578475336,-2.3509565022421524,0.1081081081081081,0.1081081081081081,0,-0.0238827655837927,-0.0019064145158019,0.0,-0.0236905096431967,0.0,0.0504296836857485,0.2832297877790504,0.0285725726990873,0.1824323699773066,0.0281124497991969,-4.65786,0.0,1.3193600000000003,False,恐慌释放高+弱势延续高,上涨,1,不修正,上涨,1,0
2026-02-02,37556,core,49,2026-02-02,002128,电投能源,煤炭开采,27.69797485,26.4592461,28.33220397,26.37996746,39452068.0,1084366235.31,6.81,-7.6763,1.76,0.8632440982952261,0.28,上涨,上涨,1,2026-02-09,0.8430493273542601,上涨,强上涨,3,0,4,0.1434977578475336,-2.3509565022421524,0.1081081081081081,0.1081081081081081,0,-0.0238827655837927,-0.0019064145158019,0.0,-0.0236905096431967,0.0,0.0504296836857485,0.2832297877790504,0.0285725726990873,0.1824323699773066,0.0689138576779027,-7.6763,0.0,0.0,False,恐慌释放高+弱势延续高,上涨,1,不修正,上涨,1,0
2026-02-02,37556,core,49,2026-02-02,600699,均胜电子,汽车零部件,27.85,27.21,28.25,27.21,31288075.0,865936404.88,3.72,-2.752,2.309,0.8616298106544729,0.28,上涨,上涨,1,2026-02-09,0.8430493273542601,上涨,强上涨,3,0,4,0.1434977578475336,-2.3509565022421524,0.1081081081081081,0.1081081081081081,0,-0.0238827655837927,-0.0019064145158019,0.0,-0.0236905096431967,0.0,0.0504296836857485,0.2832297877790504,0.0285725726990873,0.1824323699773066,0.0268283719220874,-2.2465272727272727,0.0909090909090909,-0.5054727272727271,False,恐慌释放高+弱势延续高,上涨,1,不修正,上涨,1,0
2026-02-02,37556,core,49,2026-02-02,002273,水晶光电,光学光电子,23.7,23.38,24.08,23.33,29521050.0,699932648.55,3.15,-1.8884,2.1671,0.8597043835165165,0.28,上涨,上涨,1,2026-02-09,0.8430493273542601,上涨,强上涨,3,0,4,0.1434977578475336,-2.3509565022421524,0.1081081081081081,0.1081081081081081,0,-0.0238827655837927,-0.0019064145158019,0.0,-0.0236905096431967,0.0,0.0504296836857485,0.2832297877790504,0.0285725726990873,0.1824323699773066,0.1556886227544911,-0.2839666666666667,0.3333333333333333,-1.6044333333333334,False,恐慌释放高+弱势延续高,上涨,1,不修正,上涨,1,0
2026-02-02,37556,core,49,2026-02-02,002158,汉钟精机,通用设备,24.81,24.3,24.99,24.28,4850818.0,119530640.5,2.86,-2.1739,0.9091,0.8575080691966003,0.28,上涨,上涨,1,2026-02-09,0.8430493273542601,上涨,强上涨,3,0,4,0.1434977578475336,-2.3509565022421524,0.1081081081081081,0.1081081081081081,0,-0.0238827655837927,-0.0019064145158019,0.0,-0.0236905096431967,0.0,0.0504296836857485,0.2832297877790504,0.0285725726990873,0.1824323699773066,0.0880658436213992,-2.1714375,0.125,-0.0024625,False,恐慌释放高+弱势延续高,上涨,1,不修正,上涨,1,0
2026-02-02,37556,core,49,2026-02-02,002134,天津普林,元件,23.01,22.63,23.25,22.5,7534900.0,171887649.0,3.23,-2.4569,3.0581,0.8449878497917809,0.28,上涨,上涨,1,2026-02-09,0.8430493273542601,上涨,强上涨,3,0,4,0.1434977578475336,-2.3509565022421524,0.1081081081081081,0.1081081081081081,0,-0.0238827655837927,-0.0019064145158019,0.0,-0.0236905096431967,0.0,0.0504296836857485,0.2832297877790504,0.0285725726990873,0.1824323699773066,0.0371188687582855,-3.501342857142857,0.0,1.0444428571428568,False,恐慌释放高+弱势延续高,上涨,1,不修正,上涨,1,0
2026-02-02,37556,core,49,2026-02-02,000811,冰轮环境,通用设备,15.92,15.75,16.34,15.67,20872940.0,334053283.48,4.17,-2.0522,2.1334,0.8414013191724717,0.28,上涨,上涨,1,2026-02-09,0.8430493273542601,上涨,强上涨,3,0,4,0.1434977578475336,-2.3509565022421524,0.1081081081081081,0.1081081081081081,0,-0.0238827655837927,-0.0019064145158019,0.0,-0.0236905096431967,0.0,0.0504296836857485,0.2832297877790504,0.0285725726990873,0.1824323699773066,0.1174603174603174,-2.1714375,0.125,0.1192375000000001,False,恐慌释放高+弱势延续高,上涨,1,不修正,上涨,1,0
2026-02-02,37556,core,49,2026-02-02,002396,星网锐捷,通信设备,28.55,28.07,29.17,28.02,16822235.0,481661196.04,4.01,-2.1951,2.8841,0.8413095346927968,0.28,上涨,上涨,1,2026-02-09,0.8430493273542601,上涨,强上涨,3,0,4,0.1434977578475336,-2.3509565022421524,0.1081081081081081,0.1081081081081081,0,-0.0238827655837927,-0.0019064145158019,0.0,-0.0236905096431967,0.0,0.0504296836857485,0.2832297877790504,0.0285725726990873,0.1824323699773066,0.0135375846099037,-2.430775,0.0,0.235675,True,恐慌释放高+弱势延续高,上涨,1,不修正,上涨,1,0
