锚点日期,训练天数,特征数量,股票数量,决策模式,预测市场上涨概率,预测未来5日上涨比例,相似市场预测上涨比例,机会模型强上涨概率,风险模型强下跌概率,融合预测上涨比例,预测市场方向,预测市场状态,实际未来5日上涨比例,实际市场方向,实际市场状态,市场方向预测是否准确,未来卖出日期
2026-05-14,120,279,228,regime,,54.78%,,9.39%,3.66%,55.01%,上涨,普涨,,,,,
