日期,上证指数_1日涨跌幅,上证指数_3日涨跌幅,上证指数_5日涨跌幅,上证指数_10日涨跌幅,上证指数_20日涨跌幅,上证指数_收盘均线比_5,上证指数_成交额比_5,上证指数_波动率_5,上证指数_收盘均线比_10,上证指数_成交额比_10,上证指数_波动率_10,上证指数_收盘均线比_20,上证指数_成交额比_20,上证指数_波动率_20,上证指数_20日位置,深证成指_1日涨跌幅,深证成指_3日涨跌幅,深证成指_5日涨跌幅,深证成指_10日涨跌幅,深证成指_20日涨跌幅,深证成指_收盘均线比_5,深证成指_成交额比_5,深证成指_波动率_5,深证成指_收盘均线比_10,深证成指_成交额比_10,深证成指_波动率_10,深证成指_收盘均线比_20,深证成指_成交额比_20,深证成指_波动率_20,深证成指_20日位置,沪深300_1日涨跌幅,沪深300_3日涨跌幅,沪深300_5日涨跌幅,沪深300_10日涨跌幅,沪深300_20日涨跌幅,沪深300_收盘均线比_5,沪深300_成交额比_5,沪深300_波动率_5,沪深300_收盘均线比_10,沪深300_成交额比_10,沪深300_波动率_10,沪深300_收盘均线比_20,沪深300_成交额比_20,沪深300_波动率_20,沪深300_20日位置,中证500_1日涨跌幅,中证500_3日涨跌幅,中证500_5日涨跌幅,中证500_10日涨跌幅,中证500_20日涨跌幅,中证500_收盘均线比_5,中证500_成交额比_5,中证500_波动率_5,中证500_收盘均线比_10,中证500_成交额比_10,中证500_波动率_10,中证500_收盘均线比_20,中证500_成交额比_20,中证500_波动率_20,中证500_20日位置,中证1000_1日涨跌幅,中证1000_3日涨跌幅,中证1000_5日涨跌幅,中证1000_10日涨跌幅,中证1000_20日涨跌幅,中证1000_收盘均线比_5,中证1000_成交额比_5,中证1000_波动率_5,中证1000_收盘均线比_10,中证1000_成交额比_10,中证1000_波动率_10,中证1000_收盘均线比_20,中证1000_成交额比_20,中证1000_波动率_20,中证1000_20日位置,创业板指_1日涨跌幅,创业板指_3日涨跌幅,创业板指_5日涨跌幅,创业板指_10日涨跌幅,创业板指_20日涨跌幅,创业板指_收盘均线比_5,创业板指_成交额比_5,创业板指_波动率_5,创业板指_收盘均线比_10,创业板指_成交额比_10,创业板指_波动率_10,创业板指_收盘均线比_20,创业板指_成交额比_20,创业板指_波动率_20,创业板指_20日位置,中证1000强于沪深300_5日,中证500强于沪深300_5日,创业板强于沪深300_5日
2025-01-16,0.00276262,0.023816145193158,0.007672277325857291,-0.008131251013965723,,0.009155437870428829,0.04756922371576233,0.014496636907968026,0.007390195562295254,0.0554650421950158,0.011447796573600452,,,,,0.00407206,0.031126307607118875,0.012539229385618356,0.0012922505835091247,,0.011758396823921435,0.09241928888279993,0.0214017226821445,0.013955556850601125,0.11350851863617395,0.016319873362534838,,,,,0.0011479399999999999,0.020918825535330532,0.0054251231911681685,-0.00523809683354215,,0.006887224175389228,0.051890326834067135,0.01494524451522724,0.00589076727116189,0.076645375470342,0.011066211366602569,,,,,0.00419643,0.030461801884290374,0.016319232410930695,-3.314209371552135e-05,,0.01229675727513535,0.06451039971890804,0.01971791238843963,0.01477116225500441,0.07563397164596686,0.01562314151803308,,,,,0.0044557,0.04349919888982279,0.022656529790087365,0.0007272788118311002,,0.018047204357407365,0.06204993138122772,0.025038356136487094,0.022217460152059942,0.06205533971828636,0.02045065701293926,,,,,0.0065837299999999994,0.03475036942747134,0.020237433467745092,-0.004412402347418465,,0.013232420190124605,0.10115447955177959,0.026553101229123258,0.015498848175149904,0.15254320193311144,0.01979185064256857,,,,,0.017231406598919197,0.010894109219762527,0.014812310276576923
2025-01-17,0.00178898,0.0002718964251111622,0.023132980727492036,0.009463479181033962,,0.006360168330068028,-0.03785617684389009,0.011947166657969762,0.00823850936733539,-0.020627950758966618,0.010181809237184695,,,,,0.00596232,-0.0003785475602314792,0.037298846079537595,0.026694724525072155,,0.010395263419915368,-0.041707768874657325,0.018014454254532453,0.017303130512410947,-0.014826020258717931,0.014907401900037092,,,,,0.00314687,-0.0021454038101162975,0.02139657470691203,0.009848073387418665,,0.005799421216079459,-0.08047875504898916,0.012846810960764076,0.008064200742804672,-0.05228360817227995,0.010346913640274227,,,,,0.00751227,0.0026957943655372407,0.04060372253559219,0.029383853407679128,,0.01184791846703015,-0.04837688097047177,0.016472317402704252,0.019419289985448396,-0.020324171462917207,0.013789597169453513,,,,,0.006940969999999999,0.005251594181400199,0.05350054188379194,0.03846306866109339,,0.014550160362084119,-0.005770944182672877,0.019966536910853136,0.025403380244447993,0.009816066307422044,0.017576209853074287,,,,,0.00776269,-0.004085788896747822,0.04655985243391303,0.025450613752575624,,0.011904257266891038,-0.04587273340301479,0.02358627767425357,0.02078912137255151,0.012731912244915211,0.018407200028424595,,,,,0.03210396717687991,0.01920714782868016,0.025163277727001
2025-01-20,0.0007885699999999999,0.005348706478448539,0.02645652700066914,0.01167935816852217,,0.0019518183355298202,-0.03367322865278566,0.011547440535820524,0.00785953827748287,0.0021686517206711553,0.0101481296657996,,,,,0.00935648,0.019509261396500666,0.04697945210541521,0.037502919002479596,,0.0105995807706607,-0.03655815338869339,0.017525823824837757,0.02302436644367023,0.02018908086787463,0.014972823322576266,,,,,0.00454668,0.008864638967172489,0.028787918269190804,0.016106974805342622,,0.004691418660413893,-0.018003042305124395,0.01225864852442388,0.011024634624884344,0.03235520439809059,0.010354571265397475,,,,,0.00483905,0.016636085482934382,0.04322682653989429,0.03449915716507723,,0.008248896779640358,-0.03437966156226002,0.01628816478971071,0.02086495823372081,0.023059862112073892,0.013754383774330338,,,,,0.00643281,0.017933915416050272,0.05750131869525399,0.048344050813953876,,0.009862899249768908,-0.05083508128916059,0.019654915323581455,0.027111543678471905,-0.005042246814479068,0.01741338674544838,,,,,0.01811709,0.032775456117679846,0.061675005214482326,0.04494998212432688,,0.01805120776132263,-0.04948759739440478,0.023595248431779483,0.03465728904353149,0.036056030460469124,0.018972117310708497,,,,,0.028713400426063185,0.014438908270703488,0.03288708694529152
2025-01-21,-0.0005409400000000001,0.00203663004568555,0.0005191703641536094,0.004018616417742038,,0.0013057645159559872,-0.00784474508862687,0.0027332209820504307,0.006908384871611606,-0.007731634789107211,0.009941838984743979,,,,,0.00480657,0.020255061055161505,0.013824098471474366,0.030697517236268235,,0.01265278801744385,0.016094804496948445,0.007601175128086291,0.02480412378806318,0.03982853503296324,0.014741242917168737,,,,,0.00076719,0.008480959658914378,0.0031605483989893823,0.00961748823893327,,0.00482559333906174,-0.0013345451158486288,0.004231170576210668,0.010826022848690942,0.0008189260397721831,0.010169432081404462,,,,,0.00348996,0.01592086790587821,0.011064193884857243,0.02721035176370301,,0.009532160541406043,-0.007299160641067726,0.006421069892415828,0.02165530835817897,0.0016690873340006185,0.013526751177090537,,,,,0.00491124,0.018395567576682037,0.01668697135778019,0.03794463181133101,,0.011453148126381096,0.04797395492808465,0.005372995270504156,0.028275937708752474,0.0671423536281841,0.01705099400393046,,,,,0.00364057,0.02975571168791369,0.017648655973886873,0.04142853072006725,,0.01814918716331304,0.004819850003758841,0.01335225146703719,0.0341520474020236,0.04221719888282993,0.018953406338670205,,,,,0.013526422958790807,0.00790364548586786,0.01448810757489749
2025-01-22,-0.00894304,-0.00869804293956733,-0.004181131720461195,-0.0051217771063850615,,-0.006821321890674081,-0.03596086204608562,0.004698156632634936,-0.0015835142745335151,-0.030055220766682322,0.010378019463754396,,,,,-0.00774545,0.006352530220184338,0.016475095743547108,0.028279644983442598,,0.0015470973038815838,-0.04730978506415251,0.00649299996931595,0.014030743655191191,-0.02853264946592937,0.014908885843761044,,,,,-0.00928815,-0.0040201787724813975,0.00026095711673201905,0.002058816768738314,,-0.0045590837348549185,0.03217434009803144,0.005448178509539602,0.0012313113622639538,0.04963689451831743,0.01066222678903766,,,,,-0.00476852,0.0035375801512786964,0.015319335100541398,0.02663572400698766,,0.0016812095052956,-0.0698246217171562,0.004630055388235612,0.014108292585297999,-0.06068348367767984,0.013559800915083747,,,,,-0.00884968,0.0024252890292302265,0.013880601829336037,0.034257781824876155,,-0.00024218572276735184,-0.04718733373341777,0.006581341063196313,0.015747045550151384,-0.02889720460944134,0.01729709820317064,,,,,-0.00537566,0.01633063085423525,0.03096327726100978,0.046100610915683404,,0.006553286973303152,-0.021060607731317127,0.008443018048926386,0.023951318227887652,0.009167539669212799,0.018637080417390296,,,,,0.013619644712604018,0.015058377983809379,0.03070232014427776
2025-01-23,0.005146840000000001,-0.004381086837734194,-0.0018134245891264777,0.00584493964037347,,-0.0013473583804241018,0.13086509975298233,0.0052431755884592,0.002970277910811392,0.13198020716402237,0.010329172848781003,,,,,-0.00485995,-0.00782158807957023,0.007432748480580731,0.020065178804362427,,-0.004784016056346041,0.12382319071519965,0.007390824895683014,0.0071035530514163,0.13669217656549293,0.015107269678668996,,,,,0.00177173,-0.006771459854937101,0.0008842002159992202,0.006314120302264747,,-0.00297109454770228,0.16100869527710526,0.005486211651770326,0.002374395863404155,0.1741858858459462,0.01062621117398062,,,,,-0.0040671200000000005,-0.005357058474873444,0.006964253823043665,0.0233971375106814,,-0.0037674603774169313,0.16961926655227622,0.005511237712957813,0.007657061097937845,0.17704401547948456,0.013689534682937078,,,,,-0.00456072,-0.008524464295388334,0.004779579684578206,0.027544398164173423,,-0.005743166218312168,0.12440262674829605,0.007211846985020909,0.008381390808264166,0.14943873774579686,0.01748368503906397,,,,,-0.00367519,-0.005423409403506163,0.020455887918140903,0.0411072960566532,,-0.001161924048120322,0.1576685047377222,0.009491400895541981,0.016095138071761106,0.1802428534148237,0.018799272939980207,,,,,0.0038953794685789855,0.006080053607044444,0.019571687702141682
2025-01-24,0.00695404,0.0030850953792771474,0.0033330647600182672,0.02654314921036738,,0.004925907475394453,-0.0030602389727255597,0.006193173846192651,0.007314478875429575,0.004905539535783321,0.009210843798465254,,,,,0.011453789999999998,-0.001257906612495252,0.012932245464300385,0.05071344937687394,,0.004034294786219084,0.004373134015986713,0.00853796974504184,0.013655040163040644,0.02490402876012965,0.013536413802263463,,,,,0.0076555600000000005,6.502088848225895e-05,0.005382726721670172,0.02689447334300943,,0.0035820959426029475,-0.023256096539511106,0.006390035477334332,0.007383278137603977,0.0012599473743426515,0.009714686977997324,,,,,0.01176443,0.0028444646111629446,0.011214104917588008,0.052273161857739225,,0.0057043123761959524,0.019572801491237968,0.006854393634803925,0.014374209094238255,0.03293699166802888,0.01228708221871006,,,,,0.01871618,0.005095900601883141,0.016529506664627602,0.07091438611204892,,0.009540108214344256,0.03728277511010347,0.010717627237050723,0.020313922649940253,0.06655405086177235,0.015590175598533507,,,,,0.0136273,0.0044731321170270455,0.026394363555070965,0.07418313366119511,,0.007204871056417872,0.04539468415980208,0.010378989892185712,0.022667756810984985,0.07648359068516886,0.01731429531359301,,,,,0.01114677994295743,0.005831378195917836,0.021011636833400793
2025-01-27,-0.00062279,0.011506325398334516,0.0019181182856151668,0.02842539203449812,,0.0039140099069914225,-0.05860248971890736,0.006219159635145852,0.003893844768248833,-0.06626671108541682,0.009115703700768057,,,,,-0.01327766,-0.0068262936186180845,-0.009782081919345487,0.03673781333704862,,-0.007353953855432471,-0.08416174781971808,0.0099458616827571,-0.0033363969056682263,-0.09117712104488995,0.014688622078359677,,,,,-0.00411794,0.00528404326702181,-0.003289102964417534,0.025404128877454468,,0.00010910575937606026,-0.06213800343457043,0.006393347116344453,0.0007475875732287918,-0.0556358005930494,0.009813863115786732,,,,,-0.01072703,-0.003159624098150293,-0.004450735012760498,0.038583700376762176,,-0.004198063843051214,-0.06977568788193544,0.00867783114401014,-0.00023414978100266826,-0.08099827127979153,0.013276680387688292,,,,,-0.01550345,-0.0016514908715284937,-0.005626817280288687,0.05155095200129134,,-0.0049920457655533435,-0.05968941941970407,0.013306954005972482,-0.00042677309159444565,-0.04995731871408282,0.017130950940708847,,,,,-0.02734383,-0.01771255932672411,-0.01943614843858421,0.04104013221959901,,-0.01651644582325451,-0.061168205966069755,0.015131751383414582,-0.0091812362301259,-0.05531074770529898,0.020520246910797877,,,,,-0.0023377143158711533,-0.0011616320483429643,-0.016147045474166677
2025-02-05,-0.00649514,-0.00020930827747212,-0.004050733501949955,-0.003533666158583637,,-0.0017966863182370396,0.06602834782453892,0.006968946114217087,-0.002273700147021551,0.08473589998070041,0.00501294465062234,,,,,0.0008031900000000001,-0.0011743411504723245,-0.013727334312824246,-9.30038626411056e-05,,-0.0038017514575144906,0.045097378460633886,0.009415518284599604,-0.002526627639571455,0.052244852863098545,0.008571857596523076,,,,,-0.005762359999999999,-0.0022764676665008032,-0.00979219277075738,-0.006662593070952405,,-0.0036945279222138083,0.10240169268905919,0.00669329211705934,-0.004354627304473446,0.1546782972092784,0.005452212954852284,,,,,0.00448067,0.00539595721885755,-0.0034678666021976667,0.007557958134206011,,0.0009606348655080144,0.16760682690269113,0.008812300784579603,0.0034895309112756845,0.20683624388028132,0.007426145148401498,,,,,0.00604988,0.008990119098487126,-0.004500117585857888,0.012111760438660468,,0.0019344024439864604,0.051299525151774494,0.013443672342132517,0.004411805375829747,0.07452862402851568,0.00989722722878287,,,,,-0.00043453,-0.01451756209021593,-0.02341754962778897,-0.0061821819310344805,,-0.012287174664090461,0.06799815970796552,0.014733600518171481,-0.009001241475177335,0.10645337504321928,0.013945306770546673,,,,,0.005292075184899492,0.006324326168559713,-0.01362535685703159
2025-02-06,0.012748710000000002,0.005544135041146925,0.017748095397728036,0.01349275655262172,,0.007377270529409952,0.1432346750925455,0.007366657380996831,0.009088577211532778,0.19805519285197248,0.006264670578617483,0.01319237487175573,0.20978732001724443,,1.0,0.02257033,0.009803405022801526,0.016405682711848613,0.03315106364881171,,0.015343827816626243,0.19981735758364172,0.01401303434719999,0.016659288013749718,0.25568664702313293,0.010296182527401415,0.029884018314129346,0.3032351735333152,,1.0,0.01258117,0.002600588171189022,0.01206599939542019,0.01233010522056488,,0.006419209197928044,0.1320769363918144,0.0077584833160283286,0.0069352926992967134,0.2036556915743486,0.006441608480410062,0.011738352946097708,0.2371067316360458,,1.0,0.02378069,0.017336576972428075,0.025118656670553685,0.040822792889906534,,0.019643525360935943,0.26077314449422073,0.013493360544381433,0.02323015004373996,0.37529685397672763,0.009568221761723108,0.03730851487823439,0.425311568129362,,1.0,0.02727176,0.01746401615552351,0.0317798300890888,0.04610155508609548,,0.022774078063726222,0.22326542409384964,0.01722889516370305,0.027133353238485647,0.3056776924534568,0.012442282542185441,0.04556914597311068,0.35931070255586817,,1.0,0.02802916,-0.0005155904611240381,0.0093813305121202,0.04063508451085385,,0.01348468442491857,0.21317707215585546,0.02068754363116137,0.014738836338594963,0.30667298834261225,0.015052374048425845,0.03176849413296989,0.4037822094995849,,0.9925341711803991,0.01971383069366861,0.013052657275133495,-0.00268466888329999
2025-02-07,0.010091909999999999,0.016324951877356053,0.02275516253247467,0.020900473172082323,0.012599275164443702,0.01295712103054969,0.35285516795383165,0.007944538671174822,0.017149707850141693,0.46067826255248767,0.006848679751099885,0.02276623191185867,0.5282135798937404,0.009296854928505245,1.0,0.01754629,0.041348380300581855,0.039290729115964984,0.04701551570368334,0.04836852211479448,0.025151083094743898,0.39032764051974844,0.014315414520357277,0.029714509563065317,0.5121425439027254,0.011244384757161423,0.04542737011186171,0.6130929108983694,0.013826713117390215,1.0,0.01297777,0.01981163508170458,0.023387194916040466,0.024292074094836025,0.018926733024897446,0.014751970600404007,0.365440693218837,0.00903578028605337,0.0175416026448294,0.48985558329574364,0.007431958458822444,0.023893866731669933,0.5950878448314547,0.009294186099188863,1.0,0.01497714,0.043769919156154025,0.044721007358045295,0.05199670962755265,0.051961844254013956,0.025825794673792757,0.4333249554808738,0.012954847828896011,0.033251286806011304,0.627920306875906,0.010174666397859413,0.05011384434097077,0.7651547043502969,0.013087943341983132,1.0,0.01526371,0.04926146436256329,0.05232799423726009,0.0573576797400297,0.05812667357703161,0.02777167191212615,0.37344728017378226,0.016335350303297528,0.0369453656902583,0.5170803144695386,0.01289099021656369,0.05844233450462255,0.6344233170446745,0.016867756573018235,1.0,0.025276869999999996,0.053556514306311254,0.038712798263460746,0.05996059084387673,0.0552836182446661,0.03111593477042862,0.39222661010232507,0.02264679109752733,0.03430104455966454,0.554874903728851,0.016488278851612394,0.05492528174028011,0.7166547174089315,0.018015127072747286,1.0,0.028940799321219624,0.02133381244200483,0.01532560334742028
2025-02-10,0.00560081,0.028698732269478278,0.021380691000970842,0.02478501898870933,0.03448305068094437,0.01430486959731736,0.12974952618487579,0.007864185288174352,0.02032247968712264,0.25210230639662123,0.006935486910305896,0.026734549265794216,0.3448100793715845,0.008512986801530356,1.0,0.00522341,0.04594766990471033,0.032888874311177485,0.04624644677111478,0.07417570745300517,0.02378716262299574,0.13617033256630973,0.014190565124876306,0.03037879249143871,0.26535806597002365,0.011237313018562602,0.04708882891935651,0.38474218791180403,0.012883490599896881,1.0,0.00214735,0.027924804209908505,0.017792988568834378,0.02327149008553242,0.03334874281514799,0.01332802667143107,0.027569700704770606,0.008915276091738523,0.01736725844973286,0.13531011456082576,0.007427934178688632,0.024396404299537044,0.24350276486900335,0.00879156914557174,1.0,0.00935254,0.04883234629774025,0.04223054772303847,0.053918230433519954,0.08488640922025903,0.026804042751952917,0.14555390031762494,0.01286402427413004,0.0373798381970627,0.3399210624669413,0.010239017326546092,0.055557986665046855,0.5007383504536276,0.011880987194715044,1.0,0.01247015,0.0559575019477383,0.04587588944876764,0.06316370193378429,0.10405624039924555,0.03117476439192668,0.1610100034403592,0.015765424051555326,0.043368298822621165,0.31467356123871104,0.01306904057140618,0.06625661488921097,0.4547962055062922,0.015120573999638984,1.0,0.00438099,0.05863214193490762,0.029237655202036583,0.05640372805800786,0.08328985130759303,0.029575354353502004,0.1284204214331417,0.022431646903943135,0.033102144597515926,0.28209104451935807,0.0164819315227137,0.055248637017978774,0.45129484204802406,0.017072694168018033,1.0,0.02808290087993326,0.02443755915420409,0.011444666633202205
