日期,上证指数_1日涨跌幅,上证指数_3日涨跌幅,上证指数_5日涨跌幅,上证指数_10日涨跌幅,上证指数_20日涨跌幅,上证指数_收盘均线比_5,上证指数_成交额比_5,上证指数_波动率_5,上证指数_收盘均线比_10,上证指数_成交额比_10,上证指数_波动率_10,上证指数_收盘均线比_20,上证指数_成交额比_20,上证指数_波动率_20,上证指数_20日位置,深证成指_1日涨跌幅,深证成指_3日涨跌幅,深证成指_5日涨跌幅,深证成指_10日涨跌幅,深证成指_20日涨跌幅,深证成指_收盘均线比_5,深证成指_成交额比_5,深证成指_波动率_5,深证成指_收盘均线比_10,深证成指_成交额比_10,深证成指_波动率_10,深证成指_收盘均线比_20,深证成指_成交额比_20,深证成指_波动率_20,深证成指_20日位置,沪深300_1日涨跌幅,沪深300_3日涨跌幅,沪深300_5日涨跌幅,沪深300_10日涨跌幅,沪深300_20日涨跌幅,沪深300_收盘均线比_5,沪深300_成交额比_5,沪深300_波动率_5,沪深300_收盘均线比_10,沪深300_成交额比_10,沪深300_波动率_10,沪深300_收盘均线比_20,沪深300_成交额比_20,沪深300_波动率_20,沪深300_20日位置,中证500_1日涨跌幅,中证500_3日涨跌幅,中证500_5日涨跌幅,中证500_10日涨跌幅,中证500_20日涨跌幅,中证500_收盘均线比_5,中证500_成交额比_5,中证500_波动率_5,中证500_收盘均线比_10,中证500_成交额比_10,中证500_波动率_10,中证500_收盘均线比_20,中证500_成交额比_20,中证500_波动率_20,中证500_20日位置,中证1000_1日涨跌幅,中证1000_3日涨跌幅,中证1000_5日涨跌幅,中证1000_10日涨跌幅,中证1000_20日涨跌幅,中证1000_收盘均线比_5,中证1000_成交额比_5,中证1000_波动率_5,中证1000_收盘均线比_10,中证1000_成交额比_10,中证1000_波动率_10,中证1000_收盘均线比_20,中证1000_成交额比_20,中证1000_波动率_20,中证1000_20日位置,创业板指_1日涨跌幅,创业板指_3日涨跌幅,创业板指_5日涨跌幅,创业板指_10日涨跌幅,创业板指_20日涨跌幅,创业板指_收盘均线比_5,创业板指_成交额比_5,创业板指_波动率_5,创业板指_收盘均线比_10,创业板指_成交额比_10,创业板指_波动率_10,创业板指_收盘均线比_20,创业板指_成交额比_20,创业板指_波动率_20,创业板指_20日位置,中证1000强于沪深300_5日,中证500强于沪深300_5日,创业板强于沪深300_5日
2025-01-02,-0.02661355,,,,,,,,,,,,,,,-0.031355219999999996,,,,,,,,,,,,,,,-0.029102489999999998,,,,,,,,,,,,,,,-0.03142218,,,,,,,,,,,,,,,-0.02696137,,,,,,,,,,,,,,,-0.03789399,,,,,,,,,,,,,,,,,
2025-01-03,-0.015671980000000002,,,,,,,,,,,,,,,-0.01892719,,,,,,,,,,,,,,,-0.01183919,,,,,,,,,,,,,,,-0.021279690000000004,,,,,,,,,,,,,,,-0.02964936,,,,,,,,,,,,,,,-0.021585220000000002,,,,,,,,,,,,,,,,,
2025-01-06,-0.00140346,,,,,,,,,,,,,,,-0.0011585,,,,,,,,,,,,,,,-0.00164101,,,,,,,,,,,,,,,-0.00012959,,,,,,,,,,,,,,,-0.00305315,,,,,,,,,,,,,,,-0.00088156,,,,,,,,,,,,,,,,,
2025-01-07,0.00708502,-0.010089252898804246,,,,,,,,,,,,,,0.01144102,-0.008852287728018715,,,,,,,,,,,,,,0.00719979,-0.00635790244946377,,,,,,,,,,,,,,0.01061045,-0.011023208228961856,,,,,,,,,,,,,,0.01497969,-0.018120818914458603,,,,,,,,,,,,,,0.007034240000000001,-0.015571414718646315,,,,,,,,,,,,,,,,
2025-01-08,0.00016225,0.005834784063011966,,,,0.0006266323151327136,0.010144975221281438,,,,,,,,,-0.00541228,0.004801406728379254,,,,-0.001827361356455448,0.041583585791500566,,,,,,,,,-0.00181507,0.003721824276386565,,,,-0.00019915724401098345,-0.012310297190696873,,,,,,,,,-0.00421147,0.00622387974540195,,,,-0.001428402018459618,0.000743479508138023,,,,,,,,,-0.00531649,0.006501145113008366,,,,-0.002651345657395665,0.04062240823523733,,,,,,,,,-0.00981784,-0.003731707724793809,,,,-0.008410943320455888,0.0396929078677728,,,,,,,,,,,
2025-01-09,-0.0058122700000000005,0.0013940154717788644,-0.015683202461183265,,,-0.0020256181310339683,-0.07420215174404599,0.008406282049041536,,,,,,,,0.0031538,0.00913943533025563,-0.01110769684344326,,,0.003578183413722069,-0.007118038989222808,0.011246567762498223,,,,,,,,-0.00246436,0.0028940535128207934,-0.010605682888513712,,,-0.0005259889500278669,-0.0930472152207431,0.0067409557522061965,,,,,,,,-0.00091545,0.005433029831195091,-0.016089801297821338,,,0.0009233920265478979,-0.06861731284432337,0.011546347224882476,,,,,,,,0.00194291,0.011545078967418743,-0.02144341754973922,,,0.0036820692491241758,-0.016417548052293784,0.016246736247663655,,,,,,,,0.00110334,-0.001752466338948544,-0.02416088158163321,,,-0.002413159203055404,-0.020487667630615602,0.011148665218045506,,,,,,,,-0.010837734661225507,-0.005484118409307626,-0.013555198693119497
2025-01-10,-0.01334919,-0.018924717985162376,-0.013360434864232995,,,-0.01271497031371338,0.017730436267435312,0.0075614951851803985,,,,,,,,-0.01804931,-0.020283792289571223,-0.010222822086946026,,,-0.012525554172810205,0.01861496619968217,0.010921936833167703,,,,,,,,-0.01253922,-0.016760572117924588,-0.011306579251851523,,,-0.010825738396651463,0.01422192664077171,0.006995936593370818,,,,,,,,-0.01599997,-0.02104106367317704,-0.01078207667811737,,,-0.012972179159027819,-0.017904991110816226,0.009545999573557735,,,,,,,,-0.022539889999999996,-0.025847529910624445,-0.014273816315091614,,,-0.01614543519628453,-0.014210273521308325,0.013552419253971952,,,,,,,,-0.01758393,-0.026155833816729257,-0.020170120831833116,,,-0.015984236895861592,0.027102129342355896,0.009693933142390566,,,,,,,,-0.0029672370632400913,0.0005245025737341535,-0.008863541579981593
2025-01-13,-0.00245187,-0.02148894489354558,-0.014396292919804488,,,-0.012293934435320453,-0.08766168272380215,0.007532297431829868,,,,,,,,2.374e-05,-0.01492904660484251,-0.009051307629656669,,,-0.010717483332247868,-0.15700663768058576,0.010957584642470168,,,,,,,,-0.0026705,-0.017603196102369822,-0.01232610068475748,,,-0.011032124609017702,-0.07688052059298567,0.006988605728992238,,,,,,,,0.00231247,-0.01462738086285964,-0.00836603234577904,,,-0.009035504361674662,-0.12561277867496445,0.009734496929930224,,,,,,,,0.00262523,-0.01806972588988065,-0.008659344172353811,,,-0.01185972201289398,-0.15927255821037956,0.013761929981904883,,,,,,,,0.00362207,-0.012937676483004923,-0.015753430200399765,,,-0.009288065406853785,-0.13666884482848152,0.010252642621870457,,,,,,,,0.0036667565124036683,0.00396006833897844,-0.0034273295156422856
2025-01-14,0.025368940000000003,0.009200585926363969,0.003497630187650147,,,0.01204862919675409,0.1422579950830627,0.014650379154441286,,,,,,,,0.03766702,0.018962041694490894,0.016643339599279328,,,0.02310708833509123,0.17267722587277667,0.02075685748446311,,,,,,,,0.02633342,0.010757544960520171,0.0064365966646606765,,,0.013694716154537323,0.21544697905762478,0.01464420818860259,,,,,,,,0.035411649999999996,0.021201149150706255,0.01596946858221404,,,0.02275717746919037,0.2306610159288598,0.019227665753409746,,,,,,,,0.045252850000000004,0.024375158167611488,0.020908756630530156,,,0.028505159346592146,0.15868827868659796,0.024991549741229965,,,,,,,,0.04706089,0.03237528809568557,0.023367470301843163,,,0.03244473186966701,0.2610088436615716,0.025078512522619622,,,,,,,,0.01447215996586948,0.009532871917553365,0.016930873637182486
2025-01-15,-0.00426521,0.01849217607265574,-0.0009445948614621447,,,0.007924095759558547,0.005921379614665323,0.014830021451121,0.0037858496757052773,-0.03526529955637192,,,,,,-0.01033328,0.026968907273641207,0.01161322032318024,,,0.0101865983589573,0.047645030740060657,0.02139068534336557,0.00997557381471692,0.03583308726548218,,,,,,-0.00641624,0.01702497797309377,0.0017973906101349524,,,0.006826726476927947,-0.0034032984648527664,0.015033691296573259,0.004205494390192355,-0.045881321944829856,,,,,,-0.00893948,0.028528567818883577,0.011145645035239848,,,0.011354319797866275,0.014362279828341817,0.01979841019408936,0.010527145193050647,-0.02747548403661859,,,,,,-0.00610622,0.04159758386231949,0.020098204816990872,,,0.018123852284595454,0.03906570983670554,0.02507062430821584,0.01775858107710193,0.012454567395574045,,,,,,-0.01822098,0.031705841042861005,0.014682708869019567,,,0.01066778288763004,0.06573160730825434,0.026547981308858784,0.008402962580715378,0.07314834974191742,,,,,,0.01830081420685592,0.009348254425104896,0.012885318258884615
