锚点日期,训练样本数,特征集合,特征数量,股票数量,预测正确数,80%目标所需准确数,涨跌预测准确率,是否达到80%目标,预测上涨数,预测下跌数,实际上涨数,实际下跌数
2025-10-22,35721,core_v14,52,215,164,172,76.28%,0,214,1,163,52
