锚点日期,训练样本数,特征集合,特征数量,日期,代码,名称,行业,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,换手率,预测上涨概率,方向阈值,预测涨跌,实际涨跌,涨跌预测是否准确,未来卖出日期,市场未来5日上涨比例,实际市场方向,实际市场状态,恐慌释放特征,过热回落风险特征,弱势延续风险特征,当日上涨比例,当日平均涨跌幅,当日上涨比例_近5日变化,当日平均涨跌幅_近5日变化,上涨行业比例,行业强涨比例_1pct,行业强跌比例_1pct,行业强跌比例_1pct_近5日变化,连续上涨天数,连续弱势天数,上证指数_10日涨跌幅,上证指数_20日涨跌幅,上证指数_20日位置,沪深300_20日涨跌幅,沪深300_20日位置,中证500_20日涨跌幅,中证500_20日位置,中证1000_20日涨跌幅,中证1000_20日位置,5日后的实际涨跌幅,行业平均涨跌幅,行业上涨比例,个股强于行业,距上个交易日自然天数,星期几,是否周一,是否长假后首日,长假后第几个交易日,是否长假后三日内,是否长假后五日内,是否噪声样本,市场风险标签,原始预测涨跌,原始预测是否准确,完整规则修正原因,修正原因,修正后预测涨跌,修正后预测是否准确,是否发生修正
2025-08-01,25556,core,49,2025-08-01,920060,万源通,元件,34.0,34.1,34.7,33.86,65297.0,226459027.39,2.43,-1.3,9.31,0.7318859950852489,0.215,上涨,上涨,1,2025-08-08,0.7405660377358491,上涨,强上涨,0,0,0,0.5141509433962265,0.0796080188679245,-0.0048966756513926,-0.2581319811320754,0.4657534246575342,0.3150684931506849,0.2054794520547945,0.0273972602739726,2,0,0.0072058918268294,0.0252374839271689,0.6089132727772558,0.0182625528369546,0.4803529674321839,0.0510478741270816,0.686366468002451,0.0567592270494234,0.7685206760988866,0.0032258064516128,-0.5602571428571429,0.1428571428571428,-0.7397428571428571,1.0,5,0,0,0,0,0,True,常规环境,上涨,1,不修正,不修正,上涨,1,0
2025-08-01,25556,core,49,2025-08-01,920284,灵鸽科技,专用设备,27.17,26.82,27.33,26.77,24137.0,65167732.59,2.09,-0.11,3.56,0.7188230514701484,0.215,上涨,上涨,1,2025-08-08,0.7405660377358491,上涨,强上涨,0,0,0,0.5141509433962265,0.0796080188679245,-0.0048966756513926,-0.2581319811320754,0.4657534246575342,0.3150684931506849,0.2054794520547945,0.0273972602739726,2,0,0.0072058918268294,0.0252374839271689,0.6089132727772558,0.0182625528369546,0.4803529674321839,0.0510478741270816,0.686366468002451,0.0567592270494234,0.7685206760988866,0.0052199850857568,-0.0514333333333333,0.5555555555555556,-0.0585666666666666,1.0,5,0,0,0,0,0,True,常规环境,上涨,1,不修正,不修正,上涨,1,0
2025-08-01,25556,core,49,2025-08-01,603059,倍加洁,个护用品,33.70098858,33.70098858,33.70098858,33.70098858,2219805.0,74985012.9,0.0,9.9967,2.2099,0.6966114826092633,0.215,上涨,上涨,1,2025-08-08,0.7405660377358491,上涨,强上涨,0,0,0,0.5141509433962265,0.0796080188679245,-0.0048966756513926,-0.2581319811320754,0.4657534246575342,0.3150684931506849,0.2054794520547945,0.0273972602739726,2,0,0.0072058918268294,0.0252374839271689,0.6089132727772558,0.0182625528369546,0.4803529674321839,0.0510478741270816,0.686366468002451,0.0567592270494234,0.7685206760988866,0.0781527531083481,2.1673500000000003,0.5,7.82935,1.0,5,0,0,0,0,0,False,常规环境,上涨,1,不修正,不修正,上涨,1,0
2025-08-01,25556,core,49,2025-08-01,920839,万通液压,工程机械,30.77,30.52,30.89,30.39,8566.0,26157438.82,1.63,-0.68,1.3,0.6874091197046912,0.215,上涨,上涨,1,2025-08-08,0.7405660377358491,上涨,强上涨,0,0,0,0.5141509433962265,0.0796080188679245,-0.0048966756513926,-0.2581319811320754,0.4657534246575342,0.3150684931506849,0.2054794520547945,0.0273972602739726,2,0,0.0072058918268294,0.0252374839271689,0.6089132727772558,0.0182625528369546,0.4803529674321839,0.0510478741270816,0.686366468002451,0.0567592270494234,0.7685206760988866,0.0340760157273918,1.1147333333333334,0.3333333333333333,-1.7947333333333333,1.0,5,0,0,0,0,0,False,常规环境,上涨,1,不修正,不修正,上涨,1,0
2025-08-01,25556,core,49,2025-08-01,920396,常辅股份,自动化设备,36.18,36.32,36.9,35.6,26970.0,97931672.82,3.62,1.09,5.31,0.6813928890679012,0.215,上涨,下跌,0,2025-08-08,0.7405660377358491,上涨,强上涨,0,0,0,0.5141509433962265,0.0796080188679245,-0.0048966756513926,-0.2581319811320754,0.4657534246575342,0.3150684931506849,0.2054794520547945,0.0273972602739726,2,0,0.0072058918268294,0.0252374839271689,0.6089132727772558,0.0182625528369546,0.4803529674321839,0.0510478741270816,0.686366468002451,0.0567592270494234,0.7685206760988866,-0.0283590308370044,-0.3129333333333333,0.6666666666666666,1.4029333333333334,1.0,5,0,0,0,0,0,False,常规环境,上涨,0,不修正,不修正,上涨,0,0
2025-08-01,25556,core,49,2025-08-01,603657,春光科技,家电零部件Ⅱ,29.82,29.04,30.05,28.5,2520400.0,73736640.0,5.2,-2.583,1.8643,0.6798511928495494,0.215,上涨,上涨,1,2025-08-08,0.7405660377358491,上涨,强上涨,0,0,0,0.5141509433962265,0.0796080188679245,-0.0048966756513926,-0.2581319811320754,0.4657534246575342,0.3150684931506849,0.2054794520547945,0.0273972602739726,2,0,0.0072058918268294,0.0252374839271689,0.6089132727772558,0.0182625528369546,0.4803529674321839,0.0510478741270816,0.686366468002451,0.0567592270494234,0.7685206760988866,0.0320247933884296,0.3518999999999999,0.5,-2.9349,1.0,5,0,0,0,0,0,False,常规环境,上涨,1,不修正,不修正,上涨,1,0
2025-08-01,25556,core,49,2025-08-01,002956,西麦食品,休闲食品,20.48,20.16,20.53,19.81,7011646.0,140457312.58,3.51,-1.7065,3.1411,0.6698265984179115,0.215,上涨,上涨,1,2025-08-08,0.7405660377358491,上涨,强上涨,0,0,0,0.5141509433962265,0.0796080188679245,-0.0048966756513926,-0.2581319811320754,0.4657534246575342,0.3150684931506849,0.2054794520547945,0.0273972602739726,2,0,0.0072058918268294,0.0252374839271689,0.6089132727772558,0.0182625528369546,0.4803529674321839,0.0510478741270816,0.686366468002451,0.0567592270494234,0.7685206760988866,0.103174603174603,-1.7065,0.0,0.0,1.0,5,0,0,0,0,0,False,常规环境,上涨,1,不修正,不修正,上涨,1,0
2025-08-01,25556,core,49,2025-08-01,001255,博菲电气,塑料,32.1,32.15,32.35,31.87,1064900.0,34229761.0,1.5,0.1558,5.7388,0.666143129816158,0.215,上涨,上涨,1,2025-08-08,0.7405660377358491,上涨,强上涨,0,0,0,0.5141509433962265,0.0796080188679245,-0.0048966756513926,-0.2581319811320754,0.4657534246575342,0.3150684931506849,0.2054794520547945,0.0273972602739726,2,0,0.0072058918268294,0.0252374839271689,0.6089132727772558,0.0182625528369546,0.4803529674321839,0.0510478741270816,0.686366468002451,0.0567592270494234,0.7685206760988866,0.0569206842923795,-3.078233333333334,0.3333333333333333,3.2340333333333335,1.0,5,0,0,0,0,0,False,常规环境,上涨,1,不修正,不修正,上涨,1,0
2025-08-01,25556,core,49,2025-08-01,603978,深圳新星,金属新材料,16.99,16.88,17.09,16.62,4170100.0,70340720.0,2.8,0.4762,1.9755,0.6588522910832603,0.215,上涨,上涨,1,2025-08-08,0.7405660377358491,上涨,强上涨,0,0,0,0.5141509433962265,0.0796080188679245,-0.0048966756513926,-0.2581319811320754,0.4657534246575342,0.3150684931506849,0.2054794520547945,0.0273972602739726,2,0,0.0072058918268294,0.0252374839271689,0.6089132727772558,0.0182625528369546,0.4803529674321839,0.0510478741270816,0.686366468002451,0.0567592270494234,0.7685206760988866,0.042654028436019,-0.47045,0.5,0.94665,1.0,5,0,0,0,0,0,False,常规环境,上涨,1,不修正,不修正,上涨,1,0
2025-08-01,25556,core,49,2025-08-01,603685,晨丰科技,光学光电子,15.66,15.74,15.85,15.5,2993400.0,46977310.6,2.23,0.0636,2.2139,0.6562885500120159,0.215,上涨,上涨,1,2025-08-08,0.7405660377358491,上涨,强上涨,0,0,0,0.5141509433962265,0.0796080188679245,-0.0048966756513926,-0.2581319811320754,0.4657534246575342,0.3150684931506849,0.2054794520547945,0.0273972602739726,2,0,0.0072058918268294,0.0252374839271689,0.6089132727772558,0.0182625528369546,0.4803529674321839,0.0510478741270816,0.686366468002451,0.0567592270494234,0.7685206760988866,0.0006353240152476,-0.3355333333333333,0.3333333333333333,0.3991333333333333,1.0,5,0,0,0,0,0,True,常规环境,上涨,1,不修正,不修正,上涨,1,0
