锚点日期,代码,名称,行业,收盘,5月15快照价,实际5日涨跌幅_快照,实际涨跌_快照,预测上涨概率,原始预测涨跌,修正后预测涨跌,原始预测是否准确_快照,修正后预测是否准确_快照,修正原因,时间戳,数据源
2026-05-08,600976,健民集团,中药Ⅱ,32.44,30.74,-5.240443896424162,下跌,0.6245415968897823,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:03,sina_snapshot
2026-05-08,001328,登康口腔,个护用品,32.52,30.81,-5.258302583025842,下跌,0.6853127393151373,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,605086,龙高股份,非金属材料Ⅱ,35.57,33.69,-5.28535282541468,下跌,0.5860515498155409,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:03,sina_snapshot
2026-05-08,600298,安琪酵母,调味发酵品Ⅱ,38.3,36.25,-5.352480417754557,下跌,0.464276179792919,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:03,sina_snapshot
2026-05-08,002422,科伦药业,化学制药,33.17001556,31.38,-5.39648694696001,下跌,0.5447074426270816,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,603380,易德龙,消费电子,39.22,37.1,-5.405405405405395,下跌,0.2994331193250833,下跌,下跌,1,1,原始预测下跌，不修正,2026-05-15 15:00:04,sina_snapshot
2026-05-08,920284,灵鸽科技,专用设备,35.33,33.36,-5.575997735635429,下跌,0.4353965869562805,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:30:01,sina_snapshot
2026-05-08,000807,云铝股份,工业金属,31.52,29.75,-5.615482233502533,下跌,0.7314451223597813,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,000963,华东医药,化学制药,33.26,31.3,-5.892964521948274,下跌,0.563918652192222,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,001229,魅视科技,计算机设备,38.15,35.86,-6.002621231979033,下跌,0.3466446752571328,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,002315,焦点科技,互联网电商,32.84,30.86,-6.029232643118165,下跌,0.5701802906250102,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,601168,西部矿业,工业金属,32.47,30.48,-6.128734216199561,下跌,0.6651832567189035,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:03,sina_snapshot
2026-05-08,002978,安宁股份,小金属,31.72,29.77,-6.147540983606559,下跌,0.781898241331866,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,002402,和而泰,家电零部件Ⅱ,33.44,31.35,-6.249999999999989,下跌,0.5275985612947597,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,605258,协和电子,元件,38.55,36.1,-6.355382619974048,下跌,0.3308616576556342,下跌,下跌,1,1,原始预测下跌，不修正,2026-05-15 15:00:02,sina_snapshot
2026-05-08,601601,中国太保,保险Ⅱ,36.9,34.54,-6.395663956639563,下跌,0.5590119397527076,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:03,sina_snapshot
2026-05-08,920199,倍益康,小家电,34.9,32.66,-6.418338108882526,下跌,0.5601465992524468,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:30:01,sina_snapshot
2026-05-08,920748,路桥信息,IT服务Ⅱ,35.85,33.53,-6.471408647140864,下跌,0.6182254477893211,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:30:01,sina_snapshot
2026-05-08,002899,英派斯,文娱用品,34.6,32.35,-6.502890173410403,下跌,0.604012781104951,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,603198,迎驾贡酒,白酒Ⅱ,37.82,35.28,-6.716023268112103,下跌,0.296067815054056,下跌,下跌,1,1,原始预测下跌，不修正,2026-05-15 15:00:01,sina_snapshot
2026-05-08,920092,汉鑫科技,IT服务Ⅱ,31.16,29.05,-6.771501925545564,下跌,0.6980440813389095,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:30:01,sina_snapshot
2026-05-08,002415,海康威视,计算机设备,35.55,33.12,-6.835443037974686,下跌,0.4913176162271561,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,002891,中宠股份,饲料,33.31,31.03,-6.844791353947766,下跌,0.7132032581302845,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,920239,长虹能源,电池,31.21,29.07,-6.856776674142906,下跌,0.7042871771594981,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:30:01,sina_snapshot
2026-05-08,600096,云天化,农化制品,34.77,32.35,-6.960023008340532,下跌,0.4327956931165493,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:01,sina_snapshot
2026-05-08,002261,拓维信息,软件开发,35.87,33.33,-7.081126289378304,下跌,0.6666892643689786,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,600895,张江高科,房地产开发,37.51,34.82,-7.171420954412156,下跌,0.4363631534496114,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:03,sina_snapshot
2026-05-08,001220,世盟股份,物流,40.11,37.14,-7.404637247569179,下跌,0.5429002237721321,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,920799,艾融软件,软件开发,37.52,34.73,-7.436034115138613,下跌,0.4238732368732208,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:30:01,sina_snapshot
2026-05-08,603216,梦天家居,家居用品,30.22,27.95,-7.511581733951022,下跌,0.7351725737108858,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:03,sina_snapshot
2026-05-08,600066,宇通客车,商用车,35.64,32.79,-7.996632996633002,下跌,0.5134808055318189,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:01,sina_snapshot
2026-05-08,920111,聚星科技,电网设备,36.35,33.42,-8.060522696011008,下跌,0.373294681597287,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:30:01,sina_snapshot
2026-05-08,920953,国子软件,IT服务Ⅱ,32.35,29.68,-8.253477588871716,下跌,0.4610207497495772,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:30:01,sina_snapshot
2026-05-08,600673,东阳光,综合Ⅱ,39.9,36.51,-8.496240601503757,下跌,0.2366985212103809,下跌,下跌,1,1,原始预测下跌，不修正,2026-05-15 15:00:01,sina_snapshot
2026-05-08,601899,紫金矿业,工业金属,34.8,31.84,-8.50574712643677,下跌,0.6220827030102755,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:01,sina_snapshot
2026-05-08,002985,北摩高科,航空装备Ⅱ,36.68,33.49,-8.696837513631406,下跌,0.5093066078276636,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,603657,春光科技,家电零部件Ⅱ,33.0,29.94,-9.272727272727266,下跌,0.4556497729185868,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:03,sina_snapshot
2026-05-08,002558,巨人网络,游戏Ⅱ,33.25,30.12,-9.413533834586463,下跌,0.6777046620977782,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,920640,富士达,通信设备,38.71,35.05,-9.45492120898993,下跌,0.3092790418614756,下跌,下跌,1,1,原始预测下跌，不修正,2026-05-15 15:30:01,sina_snapshot
2026-05-08,000062,深圳华强,其他电子Ⅱ,35.54,32.11,-9.651097355092853,下跌,0.3856502481823751,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,001311,多利科技,汽车零部件,31.61,28.54,-9.7121164188548,下跌,0.6809349165119298,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,002378,章源钨业,小金属,33.58,30.26,-9.886837403216187,下跌,0.5477141832685197,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,002988,豪美新材,工业金属,34.82,31.32,-10.051694428489377,下跌,0.4960972643951102,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,600176,中国巨石,玻璃玻纤,38.0,33.86,-10.894736842105267,下跌,0.3182260797140879,下跌,下跌,1,1,原始预测下跌，不修正,2026-05-15 15:00:03,sina_snapshot
2026-05-08,000792,盐湖股份,农化制品,38.05,33.89,-10.932982917214185,下跌,0.2761188049761153,下跌,下跌,1,1,原始预测下跌，不修正,2026-05-15 15:00:00,sina_snapshot
2026-05-08,000762,西藏矿业,能源金属,37.43,33.21,-11.274378840502264,下跌,0.2962331773149245,下跌,下跌,1,1,原始预测下跌，不修正,2026-05-15 15:00:00,sina_snapshot
2026-05-08,601698,中国卫通,航天装备Ⅱ,39.8,35.09,-11.834170854271342,下跌,0.2393606649286787,下跌,下跌,1,1,原始预测下跌，不修正,2026-05-15 15:00:03,sina_snapshot
2026-05-08,600547,山东黄金,贵金属,36.5,31.9,-12.602739726027401,下跌,0.7284044819645783,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:03,sina_snapshot
2026-05-08,000603,盛达资源,贵金属,40.17,35.02,-12.82051282051282,下跌,0.3169857520081316,下跌,下跌,1,1,原始预测下跌，不修正,2026-05-15 15:00:00,sina_snapshot
2026-05-08,600316,洪都航空,航空装备Ⅱ,37.49,32.67,-12.85676180314751,下跌,0.4343371827021675,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:01,sina_snapshot
2026-05-08,603059,倍加洁,个护用品,35.15,30.45,-13.371266002844951,下跌,0.6543070604366531,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:03,sina_snapshot
2026-05-08,002580,圣阳股份,电池,32.9,28.19,-14.316109422492396,下跌,0.3776061307412522,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
2026-05-08,601069,西部黄金,贵金属,35.58,29.79,-16.27318718381113,下跌,0.5556447707120171,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:03,sina_snapshot
2026-05-08,603319,美湖股份,汽车零部件,40.14,32.49,-19.05829596412556,下跌,0.292494404202943,下跌,下跌,1,1,原始预测下跌，不修正,2026-05-15 15:00:01,sina_snapshot
2026-05-08,002294,信立泰,化学制药,47.9,35.25,-26.40918580375783,下跌,0.4619160420728315,上涨,下跌,0,1,极端满格过热且连续上涨，原始上涨改下跌,2026-05-15 15:00:00,sina_snapshot
