基础表总行数,通过清洗行数,剔除硬异常行数,软异常标记行数,通过清洗率,硬异常率,软异常率,特征表总行数,特征缺失偏高行数,平均特征缺失率,清洗后样本明细行数,建议纳入训练行数,建议纳入训练率,严格建模样本明细行数
56648,56648,0,1183,100.00%,0.00%,2.09%,56457,912,1.65%,56457,54410,96.05%,54410
