股票预测数,噪声样本数,降噪后股票预测数,原始正确数,自适应阈值正确数,修正后正确数,原始准确率,自适应阈值准确率,修正后准确率,降噪后原始正确数,降噪后自适应阈值正确数,降噪后修正后正确数,降噪后原始准确率,降噪后自适应阈值准确率,降噪后修正后准确率
3634,872,2762,1908,1508,2127,52.50%,41.50%,58.53%,1456,1067,1674,52.72%,38.63%,60.61%
