特征,平均相关性绝对值,最高相关性绝对值,平均收益比例相关性,平均方向标签相关性
下跌行业比例_近10日均值,0.11247071114381373,0.14585135015298878,0.06660825925892304,0.11247071114381373
当日上涨比例_近5日最低,0.11240484654417417,0.16151146638405126,-0.11240484654417417,-0.08361311487531495
极端涨跌差_近10日标准差,0.1111075088611924,0.1687015954346572,-0.1111075088611924,-0.03130136318962444
当日平均涨跌幅_近5日均值,0.10923222103925972,0.14843459445074558,-0.10923222103925972,-0.08244659805073487
当日平均振幅,0.10846326060443827,0.12447498961827665,-0.08497787502689086,-0.10846326060443827
中证500强于沪深300_5日_近3日斜率,0.10757708498881761,0.14363425613545525,-0.10757708498881761,-0.025883843550621018
当日大涨比例_3pct_近5日标准差,0.10695551630519455,0.15693003570249697,-0.10695551630519455,-0.07320385736119493
当日涨跌幅标准差_近10日标准差,0.10680055560643906,0.1168090642268422,-0.10680055560643906,-0.07378524269425404
ret_5_均值,0.10671339910005792,0.1547649953238578,-0.10671339910005792,-0.06608012254236029
行业涨跌分化度_近3日标准差,0.10407961989481102,0.1378846966807604,-0.10407961989481102,-0.09269597229633633
当日平均振幅_近3日均值,0.10366315752474076,0.1283767223938059,-0.10279350455679483,-0.09404846345969299
中证1000_5日涨跌幅_均值_近3日均值,0.1035844557060587,0.12704476672644138,-0.08407674784370517,-0.10274663232591638
当日平均成交额_近3日斜率,0.10345553303809935,0.12418991976909674,-0.05099889030772278,-0.10345553303809935
中证1000_5日涨跌幅_均值_近5日均值,0.10300328826675692,0.12145452680240808,-0.061825086157941196,-0.10300328826675692
当日上涨比例_近5日标准差,0.10175347442502077,0.14075462811810988,0.0805342137128243,0.10135718141160335
沪深300_5日涨跌幅_均值,0.10138960427724979,0.11346677071902908,-0.08783456094574404,-0.10057184375212433
涨跌扩散差_近3日均值,0.09805129704307299,0.14852903388761654,-0.09805129704307299,-0.07856201485754515
市场宽度价格背离,0.09741029437143656,0.10721881599197973,0.08011426689059165,0.09741029437143656
当日大跌比例_3pct_近5日变化,0.09689197264546838,0.11086041005925201,-0.03217864833239477,-0.09689197264546838
当日平均换手率_近3日标准差,0.0967899936908102,0.11241222586663878,0.0967899936908102,0.0717671309283513
当日平均成交额_近3日标准差,0.09633050693880556,0.119358137251809,-0.09633050693880556,-0.015314943665578933
ret_20_均值,0.0947651522548884,0.13310251419833588,-0.06902188393663246,-0.09469685840471745
中证1000强于沪深300_5日_近3日斜率,0.09438567358081332,0.1292215059746084,-0.09438567358081332,0.00447056435511101
中证1000_5日涨跌幅_均值_近10日均值,0.093649562242578,0.11968325693310716,-0.010773295859380102,-0.093649562242578
当日上涨比例_近3日标准差,0.09328399500804108,0.11503819416890608,0.08267740626297858,0.09034928329477769
中证500强于沪深300_5日_近5日标准差,0.09264055878153246,0.13013900507362164,-0.09264055878153246,-0.01587832336092303
沪深300_5日涨跌幅_均值_近3日标准差,0.09173160382456141,0.11127027592551654,0.03069943008006236,0.09173160382456141
中证1000强于沪深300_5日_近5日标准差,0.09119475959567376,0.12541196130617757,-0.09119475959567376,-0.01622032543257323
行业强涨比例_1pct_近10日标准差,0.09056873646068203,0.15184836241107522,-0.09056873646068203,-0.049084266172745035
当日平均振幅_近3日标准差,0.08921223634520334,0.10284142517005561,-0.08921223634520334,-0.0638418228933908
沪深300_5日涨跌幅_均值_近10日均值,0.0890872335903056,0.12001881746656451,0.011440898281092937,-0.0890872335903056
极端涨跌差_近5日变化,0.08853296645610806,0.10958373713867374,-0.006303119314008936,0.08853296645610806
中证1000_5日涨跌幅_均值,0.08846257154764543,0.12545220948909322,-0.08846257154764543,-0.0647510030164993
中证500_5日涨跌幅_均值_近10日均值,0.08763715761760407,0.11464984893124752,-0.018258382290715608,-0.08763715761760407
中证500强于沪深300_5日_近3日标准差,0.08620856304404874,0.10150025592175219,-0.08444880421028088,0.007065596586702425
小盘强于中盘_5日_近3日均值,0.0858459880276411,0.15654789237653668,0.07203361255626675,0.08517267671766805
当日平均成交量_近3日斜率,0.08561562290644192,0.10101789815364332,-0.029980186372570453,-0.08561562290644192
涨跌扩散差_近10日标准差,0.08540829398622421,0.1458283839633715,-0.08540829398622421,-0.04427970940846362
行业强跌比例_1pct_近5日均值,0.0833556407821279,0.11099703057798553,0.08331201929679294,0.07264495411666338
range_pos_20_均值,0.08315532576267717,0.11214776982222033,-0.03811575998009145,-0.08315532576267717
上涨行业比例_近3日标准差,0.08308922873638766,0.10929793474540625,0.06791628484890694,0.08189549592785966
中证1000强于沪深300_5日_近5日变化,0.08232217835847022,0.1084903553012799,-0.08232217835847022,0.0017056716006333347
行业强跌比例_1pct_近3日标准差,0.08131548004760492,0.10415047944007831,0.07965218713909131,0.0753946397942998
下跌行业比例_近3日标准差,0.08101361135462691,0.10696739660702856,0.06819128284902193,0.07925284740766893
涨跌扩散差_近3日斜率,0.08026258208819458,0.09283887323633312,0.05773034634492435,0.0800335473998875
行业强涨比例_1pct_近5日变化,0.0792091526809005,0.10144134647774256,0.023773978643349535,0.0792091526809005
下跌行业比例_近5日均值,0.07844571411749651,0.11872322767907326,0.07844571411749651,0.039364216754339584
中证500_5日涨跌幅_均值_近10日标准差,0.07827589559500897,0.13089305435149157,-0.07827589559500897,0.0005474382271000381
中证1000_5日涨跌幅_均值_近10日标准差,0.07825869919140564,0.13772463448833827,-0.07825869919140564,-0.02495178518612865
行业强跌比例_1pct_近5日变化,0.07771809522532191,0.09460594192653166,-0.023314927900867716,-0.07771809522532191
当日涨跌幅75分位,0.07697045863478724,0.08957924986913143,-0.07663820855617891,-0.061930006985023066
沪深300_1日涨跌幅_均值,0.07650265716345367,0.08596242600001638,-0.07650265716345367,-0.01658101005989548
当日平均成交额_近5日变化,0.07649155450581671,0.10856792041772755,-0.047379656428830935,-0.07649155450581671
行业强跌比例_1pct_近10日均值,0.07631644033779825,0.10464011874252958,0.025857918497328145,0.07631644033779825
当日涨跌幅标准差_近5日变化,0.07630135956731307,0.09192617214729856,0.07418634625551859,0.06914189621272154
涨跌扩散差,0.07582722778137208,0.0924960293893482,-0.07582722778137208,-0.05383985311882739
连续下跌天数,0.07516692110478553,0.10275663672921036,0.07516692110478553,0.05791770961908529
当日上涨比例_近5日均值,0.07503504082053826,0.11680134338804414,-0.07503504082053826,-0.032661028096292226
中证1000强于沪深300_5日_近3日标准差,0.07472306003143517,0.08654320990772128,-0.07472306003143517,-0.030160601580391515
个股强于沪深300_5日相对强弱_均值,0.07450400551689333,0.11290608869104252,-0.07450400551689333,-0.007931577237483552
中证500_5日涨跌幅_均值_近5日变化,0.07377359399850436,0.09895553476196886,-0.07377359399850436,0.009061645092252522
中证500强于沪深300_5日_近5日变化,0.07309446845481025,0.1015552268560785,-0.07309446845481025,0.011898332659015767
当日上涨比例_近10日最低,0.07285236272503992,0.11844827848987168,-0.06952093899001262,-0.06757215853796575
行业强涨比例_1pct_近5日均值,0.07273990224950802,0.12427600722344877,-0.07273990224950802,0.009589769203210185
上涨行业比例_近5日均值,0.07172787721563709,0.11148284649633065,-0.07172787721563709,-0.03290408293453237
中证1000_5日涨跌幅_均值_近5日变化,0.07128073936053547,0.09920954259523082,-0.07128073936053547,0.017135566851484457
当日上涨比例_近20日最低,0.06903610881368445,0.1319257466636188,0.06903610881368445,0.038778370614517034
当日强跌比例_5pct,0.06895022094004888,0.08945628148069112,0.06895022094004888,-0.002985124708017579
小盘强于中盘_5日_近5日均值,0.068837290041757,0.14699537171584584,0.06759599892195314,0.06169383182945426
极端涨跌差_近5日标准差,0.06842664132373256,0.10477090936408315,-0.06842664132373256,-0.01768628044995056
ret_3_均值,0.0677744490646361,0.11177236016977135,-0.0677744490646361,-0.04409569452726411
当日涨跌幅标准差_近3日斜率,0.06746859972508229,0.10493445120162868,0.06746859972508229,0.021827610534706155
小盘强于中盘_5日_近5日标准差,0.06567124154093325,0.08539427947788723,0.010547953637021703,0.06567124154093325
行业强涨比例_1pct,0.06551044161066198,0.08374626604753903,-0.06551044161066198,-0.04635783638825671
沪深300_5日涨跌幅_均值_近5日标准差,0.06430682435304266,0.07531647220035037,-0.04413921190758984,0.050960327622982964
当日上涨比例_近5日变化,0.0640016214292079,0.08099659466859967,0.005030515404822397,0.0640016214292079
中证500强于沪深300_5日,0.06366638664864704,0.10877589392121559,-0.06366638664864704,-0.03540005647584463
行业强涨比例_1pct_近5日标准差,0.06362013413964251,0.1020853555822314,0.026356003726308776,0.06362013413964251
当日涨跌幅标准差,0.06337502495050407,0.08489681496469939,-0.02569182974282836,-0.06337502495050407
当日强跌比例_5pct_近3日均值,0.06330267059385479,0.09534333836987226,0.06330267059385479,0.0352814282701065
当日平均换手率_近10日标准差,0.06277617474815325,0.10470319019573465,0.0590126252329184,0.06056335698212425
ret_1_均值,0.06259297616438263,0.07546872116211094,-0.06259297616438263,-0.03641878226314312
上涨行业比例_近10日标准差,0.06152205700046233,0.09092401273910618,0.022772415589907148,0.05809152977837174
行业涨跌分化度_近5日均值,0.06073565020667261,0.07150669305212366,0.0565001088259507,0.06073565020667261
小盘强于中盘_5日,0.06067450872313908,0.12933659658497818,0.04141817194637403,0.060209516162426806
沪深300_5日涨跌幅_均值_近5日变化,0.06031648188755075,0.0941639588853304,-0.06031648188755075,-0.005130172395427192
行业涨跌分化度_近3日均值,0.06008257668441339,0.07554898174317938,0.0520171841222585,0.06008257668441339
当日强跌比例_5pct_近5日均值,0.059106733216829535,0.08353913164136356,0.059106733216829535,0.040894739217964104
vol_ratio_10_均值,0.05864899307772395,0.07125637811980341,0.05864899307772395,0.022544103226971215
当日强跌比例_5pct_近10日标准差,0.058342914186461835,0.08567337122731596,-0.046597272725479054,0.04006423403288176
当日平均成交额_近5日标准差,0.057908573797620794,0.08202258744628359,-0.057908573797620794,0.019856763784911215
下跌行业比例_近10日标准差,0.05777981889361044,0.08652720831102183,0.0203867778986144,0.05303103448024931
当日上涨比例_近5日最高,0.05739115684648707,0.08703431138275809,0.009618168556157537,0.05413128461966168
当日平均成交量_近5日变化,0.0572176430204365,0.08588208630059045,-0.029930049326677883,-0.0572176430204365
极端涨跌差_近3日标准差,0.05661977601668694,0.08662911547025631,-0.05661977601668694,-0.00390635764151573
当日平均涨跌幅_近3日斜率,0.05613998457353872,0.06566704202199916,0.04176831962583284,0.054218393742840286
当日大跌比例_3pct_近3日斜率,0.055660794470960104,0.06809871982642735,-0.02840524088858974,-0.055660794470960104
上涨行业比例_近5日变化,0.055196048101264425,0.07437003997295537,-0.0018010568845272436,0.055196048101264425
当日平均换手率_近5日变化,0.054792471198440086,0.0688588128778007,0.041090686686588225,0.05478040173912934
当日大跌比例_3pct_近10日均值,0.05439129013684308,0.09726841599059163,-0.04991916965741891,0.018976058733273946
上证指数_1日涨跌幅_均值,0.05432481896586133,0.07061906211019242,-0.05432481896586133,0.002771345662862133
当日大跌比例_3pct_近5日标准差,0.05293522058232155,0.07547960566023086,0.0156788465368611,0.05293522058232155
极端涨跌差_近3日斜率,0.05291944958462307,0.06520511932661578,0.02999598793036792,0.05291944958462307
行业强涨比例_1pct_近3日标准差,0.05263195150583401,0.07199152816087057,0.03198224523567917,0.05263195150583401
下跌行业比例_近5日变化,0.052478545793333255,0.07153913588879741,0.004666063431656,-0.052478545793333255
当日大跌比例_3pct_近10日标准差,0.052434009772922285,0.07125756167944602,-0.024873289117075353,0.03616876155423308
当日平均涨跌幅_近3日均值,0.052193463832139145,0.0836917199188322,-0.051989135656210536,-0.04271684318676323
当日上涨比例_近10日标准差,0.05193919548036676,0.07333049084702395,0.011794194026960523,0.043304635224720577
行业涨跌分化度,0.050750193863835356,0.05895476482312648,0.050734655804790176,0.03799881556347117
过热回落风险特征,0.05055082515464877,0.06760206469541168,0.012524485276646978,0.05055082515464877
当日平均成交量_近3日标准差,0.05055036299105248,0.06606056451582486,-0.05055036299105248,-0.000230091059005865
行业涨跌分化度_近5日变化,0.050472966945511025,0.06208390745347734,0.0180998496178488,0.050472966945511025
当日平均涨跌幅_近10日最低,0.05028826620588202,0.06255871351611543,0.012591144643464757,-0.03684815473362999
下跌行业比例_近3日均值,0.04949683845713426,0.09186796382317466,0.04949683845713426,0.020476288819752587
恐慌释放特征,0.049153451934074284,0.06387461924379048,0.04899874078108995,-0.004858850836982504
连续上涨天数,0.048289990373187514,0.0670489831540803,-0.048289990373187514,-0.020029328327100426
行业强涨比例_1pct_近3日均值,0.04810001972197714,0.10092170425296151,-0.04776064802621197,0.010268853658387766
行业平均涨跌幅中位数,0.04807290637777418,0.05964923200608295,-0.04773539697095402,-0.030241666453532517
当日平均涨跌幅_近10日位置,0.04768165949348564,0.055339401342130064,0.00380592846620714,0.04768165949348564
volatility_5_均值,0.04763712601378973,0.06695426363403997,-0.0243994867738242,0.018541322760005852
当日下跌比例,0.04734647396013556,0.06144150153707947,0.04734647396013556,0.018217532655059387
下跌行业比例,0.047262661568479344,0.058830306629598796,0.047262661568479344,0.017989603609045574
当日强跌比例_5pct_近5日标准差,0.047155500303827966,0.0599537266397403,0.008539357999980693,0.047155500303827966
当日平均振幅_近10日标准差,0.047127638843135755,0.06350631154897038,-0.004728264200703761,0.047127638843135755
当日大涨比例_3pct_近3日标准差,0.0470924079444723,0.08437785360929712,-0.0470924079444723,-0.021432607165527195
当日平均成交量_近5日标准差,0.04670964289113088,0.061156644090874596,-0.00854233221422611,0.04641710480991998
当日强跌比例_5pct_近10日均值,0.04641818215159903,0.07398251175018528,-0.03536465288084047,0.028859034450682178
上涨行业比例,0.045861995688564645,0.05786902005194825,-0.045861995688564645,-0.016848999710620427
全市场平均涨跌幅_均值,0.04581848793416495,0.05625841233259216,-0.04581848793416495,-0.02403731627213862
当日平均涨跌幅,0.04581848793416495,0.05625841233259216,-0.04581848793416495,-0.02403731627213862
行业平均涨跌幅_均值,0.04581848793416495,0.05625841233259216,-0.04581848793416495,-0.02403731627213862
小盘强于中盘_5日_近3日标准差,0.04571171884718651,0.060328720775674166,0.043271240446494996,0.04546107555351782
中证1000强于沪深300_5日,0.045478785505765965,0.07914314050457556,-0.04492811042939432,-0.003906644936280942
全市场上涨比例_均值,0.04505709289678803,0.05957336490139305,-0.04505709289678803,-0.016739510395081744
当日上涨比例,0.04505709289678803,0.05957336490139305,-0.04505709289678803,-0.016739510395081744
行业上涨比例_均值,0.04505709289678803,0.05957336490139305,-0.04505709289678803,-0.016739510395081744
当日大涨比例_3pct_近3日斜率,0.04497528746141342,0.06187839923107155,0.04497528746141342,0.028854840323945332
当日平均换手率_近3日斜率,0.04488574012307079,0.06697970592482785,0.024559614899602886,0.04488574012307079
行业强跌比例_1pct_近3日斜率,0.04470478452360062,0.05292284171548254,-0.0364655506716923,-0.04208030261014369
上涨行业比例_近3日均值,0.044661464759105304,0.08808146212799851,-0.044661464759105304,-0.01361157392437386
当日平均涨跌幅_近5日标准差,0.0444341632673418,0.09156392826796547,-0.04214572190224711,-0.026080360884660998
行业强跌比例_1pct_近3日均值,0.04412945238978656,0.07794393471224088,0.042814298609624185,0.03962127093924841
当日成交量中位数,0.04376820183797805,0.07691965794896966,0.02023680404834813,-0.02437578109525202
当日涨跌幅偏度,0.04340407645752435,0.05169281151082038,-0.04340407645752435,-0.025804812703719364
行业涨跌分化度_近5日标准差,0.04338360036050681,0.08135772846765658,-0.04310019361424388,-0.034173214630731495
上证指数_5日涨跌幅_均值,0.04336282354759511,0.08557926396179026,-0.043314166114034755,-0.032672891102330966
当日强跌比例_5pct_近5日变化,0.04286048317915758,0.05396883965020344,0.03592789168854204,-0.03608528720251669
当日平均涨跌幅_近5日最低,0.041699183512264044,0.06920459929467569,-0.031345545675961005,-0.038396551796723265
当日平均振幅_近5日变化,0.041242186554805355,0.06908081021649128,0.041242186554805355,0.029270331272406
涨跌扩散差_近5日标准差,0.041168643538644814,0.06030797692232119,-0.012092744937310065,0.012129633003098168
当日平均振幅_近3日斜率,0.0410063202065691,0.08052285525468315,0.03724741159274005,0.03828102687535686
中证1000_5日涨跌幅_均值_近3日斜率,0.040381753944666525,0.05920237509541256,-0.02317865926965009,0.035837884317986304
沪深300_5日涨跌幅_均值_近3日斜率,0.0395869020878167,0.058476249369099086,0.026667796354385386,0.039541826662744896
当日强涨比例_5pct_近3日斜率,0.03853272699097975,0.047885240190149614,0.037389752071552484,0.03029453880019274
当日平均振幅_近5日标准差,0.03813071552355519,0.05079527973969238,-0.03431124818219275,0.016355029514701535
当日涨跌幅中位数,0.03803879047131622,0.0476676739244632,-0.037819372279091705,-0.019490882153508724
当日强跌比例_5pct_近3日标准差,0.03707732824273864,0.04920762793269954,0.004061485761114232,0.03673307190545448
当日大跌比例_3pct_近3日标准差,0.03704098817356894,0.06601600937290394,-0.036534262575212494,-0.023979650630102205
连续弱势天数,0.03672106661742628,0.061218681978349856,0.03659990430499348,0.019057169939625317
中证1000强于沪深300_5日_近5日均值,0.036174275818715164,0.048779947258046026,0.03596194407089742,0.016600305628583098
中证500_5日涨跌幅_均值_近3日斜率,0.03538033790018233,0.05516422138361205,-0.02251919929718419,0.03025258440365355
当日上涨比例_近3日斜率,0.03349624690266065,0.03943991253069266,0.02406990370419125,0.03087349241536346
中证500强于沪深300_5日_近10日均值,0.03289405505893167,0.06054838549327944,0.028215099554000797,-0.012730215393179246
个股强于中证1000_5日相对强弱_均值,0.03277195127082423,0.06440966362339735,-0.032745479740223,-0.019188146835610338
中证500强于沪深300_5日_近5日均值,0.03201355140869745,0.05023294104746245,0.023086754274505024,-0.0017698649086678006
当日强跌比例_5pct_近3日斜率,0.03197422544385369,0.0511668156809832,0.029790501010414926,-0.02437952558472545
amount_ratio_10_均值,0.0313971506645096,0.04509386731419956,0.029958011548050268,-0.003403189858796134
当日大跌比例_3pct,0.031393629504539645,0.0415704897927153,0.023330638318257206,-0.027367411064805326
中证500强于沪深300_5日_近3日均值,0.030414899205239685,0.07854464400143397,-0.01551353799173939,-0.027814444951972255
当日上涨比例_近5日位置,0.029295993635500617,0.036531345918757806,-0.02458460289147442,-0.023818572881753992
当日涨跌幅标准差_近5日标准差,0.02925041048783391,0.03935111278178286,-0.019103862530084333,0.011283814090079126
当日上涨比例_近3日均值,0.02887205791637749,0.068686671177022,-0.028057685477750692,0.0066517646636566445
涨跌扩散差_近3日标准差,0.02829347245613277,0.03977005754400494,-0.005593545836374378,0.012198980389842452
当日平均涨跌幅_近20日位置,0.02720953388245943,0.036131239919669204,-0.004562579059360777,0.02720953388245943
小盘强于中盘_5日_近3日斜率,0.027088180901276775,0.035439562470693464,-0.011143816009214838,0.02504027102526718
个股强于中证500_5日相对强弱_均值,0.026964758862993748,0.03634363220806658,-0.02124555355513969,-0.001986538766130995
当日大跌比例_3pct_近5日均值,0.026844939270535172,0.04359683664520699,0.0206660675454344,0.019846637416691425
行业强跌比例_1pct,0.02665354119310599,0.036822517590159164,0.024092162448438082,0.00043005915318387953
小盘强于中盘_5日_近5日变化,0.026369157761129424,0.0553256566734262,0.018738231609544836,0.026369157761129424
vol_ratio_5_均值,0.025834513349746385,0.034756987552961485,0.023282320416678156,0.022888258630447255
当日涨跌幅标准差_近3日标准差,0.025571399781848893,0.03934116683250642,-0.022136801467770386,-0.004395386757896193
行业强涨比例_1pct_近3日斜率,0.024771914550438114,0.03777791228519778,0.024758192767194813,0.013493300466670775
小盘强于中盘_5日_近10日均值,0.02412046902831411,0.03891589342676572,-0.013868786561467625,-0.016083245925117843
