锚点日期,训练样本数,特征集合,特征数量,日期,代码,名称,行业,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,换手率,预测上涨概率,方向阈值,预测涨跌,实际涨跌,涨跌预测是否准确,未来卖出日期,市场未来5日上涨比例,实际市场方向,实际市场状态,恐慌释放特征,过热回落风险特征,弱势延续风险特征,当日上涨比例,当日平均涨跌幅,当日上涨比例_近5日变化,当日平均涨跌幅_近5日变化,上涨行业比例,行业强涨比例_1pct,行业强跌比例_1pct,行业强跌比例_1pct_近5日变化,连续上涨天数,连续弱势天数,上证指数_10日涨跌幅,上证指数_20日涨跌幅,上证指数_20日位置,沪深300_20日涨跌幅,沪深300_20日位置,中证500_20日涨跌幅,中证500_20日位置,中证1000_20日涨跌幅,中证1000_20日位置,5日后的实际涨跌幅,行业平均涨跌幅,行业上涨比例,个股强于行业,距上个交易日自然天数,星期几,是否周一,是否长假后首日,长假后第几个交易日,是否长假后三日内,是否长假后五日内,是否噪声样本,市场风险标签,原始预测涨跌,原始预测是否准确,完整规则修正原因,修正原因,修正后预测涨跌,修正后预测是否准确,是否发生修正
2026-03-02,36731,stock_only,34,2026-03-02,605088,冠盛股份,汽车零部件,34.5,34.15,35.32,34.01,5153007.0,178242282.88,3.68,-4.073,2.5802,0.818901522131204,0.615,上涨,上涨,1,2026-03-09,0.2331838565022421,下跌,强下跌,3,0,0,0.2286995515695067,-1.317835874439462,-0.0570147341447789,-0.605851499439462,0.2465753424657534,0.1917808219178082,0.589041095890411,0.2241762310255461,0,1,0.0287800023976878,0.0112245785600098,1.0,0.0055655967938392,0.8295967673226968,0.0079355510468079,0.9998121996824284,0.0007344337341426,0.8567199337222309,0.0076134699853587,-2.409059090909091,0.1363636363636363,-1.6639409090909094,3.0,1,1,0,5,0,1,True,恐慌释放高,上涨,1,不修正,不修正,上涨,1,0
2026-03-02,36731,stock_only,34,2026-03-02,603618,杭电股份,电网设备,18.62,18.33,19.5,18.13,139828199.0,2605931141.98,7.55,0.9917,20.2246,0.7926475957387952,0.615,上涨,上涨,1,2026-03-09,0.2331838565022421,下跌,强下跌,3,0,0,0.2286995515695067,-1.317835874439462,-0.0570147341447789,-0.605851499439462,0.2465753424657534,0.1917808219178082,0.589041095890411,0.2241762310255461,0,1,0.0287800023976878,0.0112245785600098,1.0,0.0055655967938392,0.8295967673226968,0.0079355510468079,0.9998121996824284,0.0007344337341426,0.8567199337222309,0.0911074740861976,-0.9000444444444445,0.4444444444444444,1.8917444444444445,3.0,1,1,0,5,0,1,False,恐慌释放高,上涨,1,不修正,不修正,上涨,1,0
2026-03-02,36731,stock_only,34,2026-03-02,603666,亿嘉和,自动化设备,30.26,29.52,30.28,29.4,6386672.0,190213914.96,2.85,-4.3112,3.1074,0.7894149797592575,0.615,上涨,下跌,0,2026-03-09,0.2331838565022421,下跌,强下跌,3,0,0,0.2286995515695067,-1.317835874439462,-0.0570147341447789,-0.605851499439462,0.2465753424657534,0.1917808219178082,0.589041095890411,0.2241762310255461,0,1,0.0287800023976878,0.0112245785600098,1.0,0.0055655967938392,0.8295967673226968,0.0079355510468079,0.9998121996824284,0.0007344337341426,0.8567199337222309,-0.0145663956639566,-1.6453000000000002,0.25,-2.6659,3.0,1,1,0,5,0,1,True,恐慌释放高,上涨,0,不修正,不修正,上涨,0,0
2026-03-02,36731,stock_only,34,2026-03-02,605133,嵘泰股份,汽车零部件,30.14,29.84,30.53,29.66,6226770.0,186663646.2,2.82,-3.2739,2.2072,0.770025116217946,0.615,上涨,下跌,0,2026-03-09,0.2331838565022421,下跌,强下跌,3,0,0,0.2286995515695067,-1.317835874439462,-0.0570147341447789,-0.605851499439462,0.2465753424657534,0.1917808219178082,0.589041095890411,0.2241762310255461,0,1,0.0287800023976878,0.0112245785600098,1.0,0.0055655967938392,0.8295967673226968,0.0079355510468079,0.9998121996824284,0.0007344337341426,0.8567199337222309,-0.0506032171581769,-2.409059090909091,0.1363636363636363,-0.8648409090909088,3.0,1,1,0,5,0,1,False,恐慌释放高,上涨,0,不修正,不修正,上涨,0,0
2026-03-02,36731,stock_only,34,2026-03-02,600779,水井坊,白酒Ⅱ,37.7,36.84,37.98,36.8,5661655.0,210152141.04,3.08,-3.7618,1.1614,0.7550365637796788,0.615,上涨,下跌,0,2026-03-09,0.2331838565022421,下跌,强下跌,3,0,0,0.2286995515695067,-1.317835874439462,-0.0570147341447789,-0.605851499439462,0.2465753424657534,0.1917808219178082,0.589041095890411,0.2241762310255461,0,1,0.0287800023976878,0.0112245785600098,1.0,0.0055655967938392,0.8295967673226968,0.0079355510468079,0.9998121996824284,0.0007344337341426,0.8567199337222309,-0.020358306188925,-3.34065,0.0,-0.4211499999999999,3.0,1,1,0,5,0,1,False,恐慌释放高,上涨,0,不修正,不修正,上涨,0,0
2026-03-02,36731,stock_only,34,2026-03-02,002757,南兴股份,专用设备,22.5,21.39,22.85,21.25,36190027.0,791231001.05,6.78,-9.326,12.8309,0.7468441546821443,0.615,上涨,上涨,1,2026-03-09,0.2331838565022421,下跌,强下跌,3,0,0,0.2286995515695067,-1.317835874439462,-0.0570147341447789,-0.605851499439462,0.2465753424657534,0.1917808219178082,0.589041095890411,0.2241762310255461,0,1,0.0287800023976878,0.0112245785600098,1.0,0.0055655967938392,0.8295967673226968,0.0079355510468079,0.9998121996824284,0.0007344337341426,0.8567199337222309,0.0280504908835903,-4.05595,0.0,-5.27005,3.0,1,1,0,5,0,1,False,恐慌释放高,上涨,1,不修正,不修正,上涨,1,0
2026-03-02,36731,stock_only,34,2026-03-02,920047,诺思兰德,生物制品,22.4,22.2,22.59,22.01,17433.0,38887751.36,2.56,-2.16,0.97,0.7429772864232945,0.615,上涨,上涨,1,2026-03-09,0.2331838565022421,下跌,强下跌,3,0,0,0.2286995515695067,-1.317835874439462,-0.0570147341447789,-0.605851499439462,0.2465753424657534,0.1917808219178082,0.589041095890411,0.2241762310255461,0,1,0.0287800023976878,0.0112245785600098,1.0,0.0055655967938392,0.8295967673226968,0.0079355510468079,0.9998121996824284,0.0007344337341426,0.8567199337222309,0.036936936936937,-2.47795,0.0,0.3179499999999997,3.0,1,1,0,5,0,1,False,恐慌释放高,上涨,1,不修正,不修正,上涨,1,0
2026-03-02,36731,stock_only,34,2026-03-02,002655,共达电声,消费电子,16.75,17.75,18.45,16.75,79545353.0,1419581955.48,9.93,3.6799,21.9864,0.7420623483523593,0.615,上涨,下跌,0,2026-03-09,0.2331838565022421,下跌,强下跌,3,0,0,0.2286995515695067,-1.317835874439462,-0.0570147341447789,-0.605851499439462,0.2465753424657534,0.1917808219178082,0.589041095890411,0.2241762310255461,0,1,0.0287800023976878,0.0112245785600098,1.0,0.0055655967938392,0.8295967673226968,0.0079355510468079,0.9998121996824284,0.0007344337341426,0.8567199337222309,-0.0259154929577465,-1.49626,0.2,5.176159999999999,3.0,1,1,0,5,0,1,False,恐慌释放高,上涨,0,不修正,不修正,上涨,0,0
2026-03-02,36731,stock_only,34,2026-03-02,600330,天通股份,电子化学品Ⅱ,16.78,17.64,18.11,16.5,145366734.0,2526674480.87,9.39,2.8571,11.7855,0.7409946282520526,0.615,上涨,下跌,0,2026-03-09,0.2331838565022421,下跌,强下跌,3,0,0,0.2286995515695067,-1.317835874439462,-0.0570147341447789,-0.605851499439462,0.2465753424657534,0.1917808219178082,0.589041095890411,0.2241762310255461,0,1,0.0287800023976878,0.0112245785600098,1.0,0.0055655967938392,0.8295967673226968,0.0079355510468079,0.9998121996824284,0.0007344337341426,0.8567199337222309,-0.1128117913832199,2.8571,1.0,0.0,3.0,1,1,0,5,0,1,False,恐慌释放高,上涨,0,不修正,不修正,上涨,0,0
2026-03-02,36731,stock_only,34,2026-03-02,920111,聚星科技,电网设备,24.64,24.42,24.77,24.11,14465.0,35333965.88,2.65,-1.81,1.92,0.7239599587961887,0.615,上涨,上涨,1,2026-03-09,0.2331838565022421,下跌,强下跌,3,0,0,0.2286995515695067,-1.317835874439462,-0.0570147341447789,-0.605851499439462,0.2465753424657534,0.1917808219178082,0.589041095890411,0.2241762310255461,0,1,0.0287800023976878,0.0112245785600098,1.0,0.0055655967938392,0.8295967673226968,0.0079355510468079,0.9998121996824284,0.0007344337341426,0.8567199337222309,0.1130221130221129,-0.9000444444444445,0.4444444444444444,-0.9099555555555556,3.0,1,1,0,5,0,1,False,恐慌释放高,上涨,1,不修正,不修正,上涨,1,0
