日期,代码,名称,行业,板块,开盘,收盘,最高,最低,成交量,成交额,涨跌幅,振幅,换手率,卖出日,5日后的实际涨跌幅,数据质量问题,是否硬异常,是否软异常
2025-08-01,603059,倍加洁,个护用品,沪市主板,33.70098858,33.70098858,33.70098858,33.70098858,2219805.0,74985012.9,9.9967,0.0,2.2099,2025-08-08,0.0781527531083481,接近涨停极端行情,0,1
2025-08-04,002558,巨人网络,游戏Ⅱ,深市主板,25.3648952,26.44128368,26.44128368,24.74696848,87444690.0,2265181567.47,9.9917,7.05,4.5197,2025-08-11,0.0866943083301921,接近涨停极端行情,0,1
2025-08-04,002977,*ST天箭,军工电子Ⅱ,深市主板,36.01,39.33,39.33,35.77,10718568.0,407781307.4,10.014,9.96,16.0891,2025-08-11,0.0419527078565979,接近涨停极端行情,0,1
2025-08-04,003023,彩虹集团,小家电,深市主板,25.9,28.42,28.42,25.9,30582454.0,854169802.52,9.9845,9.75,29.1061,2025-08-11,-0.1636171710063336,接近涨停极端行情,0,1
2025-08-04,601606,长城军工,地面兵装Ⅱ,沪市主板,35.3,38.83,38.83,35.3,91836501.0,3496453830.49,10.0,10.0,12.6806,2025-08-11,0.4697398918362092,接近涨停极端行情,0,1
2025-08-04,603059,倍加洁,个护用品,沪市主板,37.07308276,37.07308276,37.07308276,37.07308276,2012030.0,74767034.8,10.0059,0.0,2.003,2025-08-11,-0.1132938643702906,接近涨停极端行情,0,1
2025-08-05,002921,联诚精密,汽车零部件,深市主板,16.23,17.77,17.77,16.22,21204411.0,359399764.67,10.031,9.6,17.044,2025-08-12,-0.0219471018570625,接近涨停极端行情,0,1
2025-08-05,002977,*ST天箭,军工电子Ⅱ,深市主板,40.12,41.88,43.26,39.72,20998504.0,878633012.98,6.4836,9.0,31.5197,2025-08-12,-0.0403533906399237,接近涨停极端行情,0,1
2025-08-05,601606,长城军工,地面兵装Ⅱ,沪市主板,42.0,42.71,42.71,40.8,89330861.0,3783571933.13,9.9923,4.92,12.3346,2025-08-12,0.4434558651369702,接近涨停极端行情,0,1
2025-08-05,603059,倍加洁,个护用品,沪市主板,40.78438168,40.78438168,40.78438168,40.78438168,1662275.0,67953802.0,10.0108,0.0,1.6548,2025-08-12,-0.2059686888454013,接近涨停极端行情,0,1
2025-08-05,603380,易德龙,消费电子,沪市主板,30.7,33.11,33.11,30.66,9241100.0,304385897.0,10.0,8.14,5.7598,2025-08-12,0.1066143159166415,接近涨停极端行情,0,1
2025-08-06,002190,成飞集成,汽车零部件,深市主板,35.38,38.92,38.92,35.1,54999855.0,2093823615.54,10.0057,10.8,15.3319,2025-08-13,-0.0447070914696814,接近涨停极端行情,0,1
2025-08-06,601606,长城军工,地面兵装Ⅱ,沪市主板,43.13,46.98,46.98,43.11,42600958.0,1946916637.15,9.9977,9.06,5.8823,2025-08-13,0.443593018305662,接近涨停极端行情,0,1
2025-08-06,603059,倍加洁,个护用品,沪市主板,44.86481517,44.86481517,44.86481517,44.86481517,4011609.0,180402056.73,10.0049,0.0,3.9937,2025-08-13,-0.2877473871469869,接近涨停极端行情,0,1
2025-08-06,603280,南方路机,工程机械,沪市主板,56.0,51.5,57.0,51.48,9740631.0,520305321.62,-9.965,9.65,34.8606,2025-08-13,0.0485436893203883,接近跌停极端行情,0,1
2025-08-07,601606,长城军工,地面兵装Ⅱ,沪市主板,50.98,51.68,51.68,48.44,132500581.0,6653434789.83,10.0043,6.9,18.2954,2025-08-14,0.2188467492260062,接近涨停极端行情,0,1
2025-08-07,603059,倍加洁,个护用品,沪市主板,49.35428967,40.37534067,49.35428967,40.37534067,19567156.0,814294687.05,-10.0067,20.01,19.4798,2025-08-14,-0.2181863108475413,接近跌停极端行情,0,1
2025-08-08,603059,倍加洁,个护用品,沪市主板,36.33481362,36.33481362,37.911118,36.33481362,10977582.0,401187297.22,-10.0074,3.9,10.9285,2025-08-15,-0.1312465678198792,接近跌停极端行情,0,1
2025-08-08,603319,美湖股份,汽车零部件,沪市主板,29.5694232,32.62626222,32.62626222,29.49949551,40695531.0,1270577934.45,10.0034,10.54,11.9993,2025-08-15,0.0538885486834046,接近涨停极端行情,0,1
2025-08-08,603406,天富龙,化学纤维,沪市主板,70.99,56.8,82.0,56.12,28979525.0,1970531034.57,140.678,0.0,81.5408,2025-08-15,-0.2341891749999999,涨跌幅极端异常;接近涨停极端行情;换手率极端异常,0,1
2025-08-11,000880,潍柴重机,汽车零部件,深市主板,31.20310465,32.97964215,32.97964215,30.9117525,16149008.0,733316795.49,10.0024,6.9,9.9586,2025-08-18,0.1314371902607198,接近涨停极端行情,0,1
2025-08-11,002841,视源股份,消费电子,深市主板,35.62505312,38.23415668,38.23415668,35.4583059,12756971.0,488103991.71,9.9887,7.99,2.4469,2025-08-18,-0.009492047203694,接近涨停极端行情,0,1
2025-08-11,600605,汇通能源,一般零售,沪市主板,37.7530524,40.72935124,40.7493264,37.7530524,15681326.0,621226567.58,9.9488,8.09,7.6019,2025-08-18,-0.1167238842569887,接近涨停极端行情,0,1
2025-08-11,601606,长城军工,地面兵装Ⅱ,沪市主板,51.88,57.07,57.07,51.87,72459262.0,4023213568.34,10.0039,10.02,10.005,2025-08-18,0.1615559838794464,接近涨停极端行情,0,1
2025-08-11,603059,倍加洁,个护用品,沪市主板,33.80075468,32.87292995,33.80075468,32.70332758,13958907.0,461522655.0,-9.5277,3.02,13.8966,2025-08-18,-0.0367223065250379,接近跌停极端行情,0,1
2025-08-11,603216,梦天家居,家居用品,沪市主板,13.55,14.87,14.87,13.44,5308919.0,77704341.53,9.9852,10.58,2.384,2025-08-18,0.0033624747814391,接近涨停极端行情,0,1
2025-08-12,003017,大洋生物,化学原料,深市主板,32.42241368,34.56342296,34.56342296,32.42241368,7578687.0,257823397.5,10.0,6.81,10.938,2025-08-19,-0.0401491253226268,接近涨停极端行情,0,1
2025-08-12,603406,天富龙,化学纤维,沪市主板,51.9763218,48.88343421,52.9644648,48.76485705,17782142.0,907547457.24,-7.0288,7.89,50.0343,2025-08-19,-0.1067313523347482,涨跌幅与前收盘复核不一致,0,1
2025-08-13,002937,兴瑞科技,汽车零部件,深市主板,19.0477007,20.89776458,20.89776458,18.92834174,24101939.0,483558672.92,10.0,10.37,8.1164,2025-08-20,-0.0642551166111374,接近涨停极端行情,0,1
2025-08-13,601606,长城军工,地面兵装Ⅱ,沪市主板,61.65,67.82,67.82,61.65,68249057.0,4471796396.34,10.0081,10.01,9.4237,2025-08-20,-0.0461515777056914,接近涨停极端行情,0,1
2025-08-14,603280,南方路机,工程机械,沪市主板,52.6,59.4,59.4,51.01,10699279.0,606180961.06,10.0,15.54,38.2915,2025-08-21,-0.2136363636363636,接近涨停极端行情,0,1
2025-08-14,603350,安乃达,电机Ⅱ,沪市主板,39.4904016,43.5506264,43.5506264,39.1727312,7466769.0,318611597.73,10.005,11.06,16.9699,2025-08-21,-0.0439936175062685,接近涨停极端行情,0,1
2025-08-14,920101,志高机械,工程机械,北交所,68.0,57.66,69.8,57.31,170944.0,1083253085.11,231.19,71.74,83.77,2025-08-21,-0.0825528962885882,涨跌幅极端异常;接近涨停极端行情;振幅极端异常;换手率极端异常,0,1
2025-08-15,002158,汉钟精机,通用设备,深市主板,17.99,19.71,19.71,17.99,39741955.0,760353515.31,9.9888,9.6,7.4479,2025-08-22,0.1669203450025367,接近涨停极端行情,0,1
2025-08-15,600673,东阳光,综合Ⅱ,沪市主板,15.78,17.03,17.03,15.78,84073868.0,1408604128.29,10.0129,8.07,2.801,2025-08-22,0.1145038167938929,接近涨停极端行情,0,1
2025-08-15,603380,易德龙,消费电子,沪市主板,37.0,40.1,40.1,36.62,7760476.0,301562455.6,10.0137,9.55,4.837,2025-08-22,-0.0042394014962593,接近涨停极端行情,0,1
2025-08-18,000062,深圳华强,其他电子Ⅱ,深市主板,28.68388164,28.68388164,28.68388164,27.8679933,37991404.0,1105674242.38,9.9887,3.13,3.6358,2025-08-25,0.1322823851953394,接近涨停极端行情,0,1
2025-08-18,002158,汉钟精机,通用设备,深市主板,20.71,21.68,21.68,20.33,65506721.0,1385435290.39,9.9949,6.85,12.2763,2025-08-25,0.0793357933579335,接近涨停极端行情,0,1
2025-08-18,600330,天通股份,电子化学品Ⅱ,沪市主板,8.83,9.44,9.44,8.75,178805647.0,1647700753.12,10.0233,8.04,14.4966,2025-08-25,-0.0381355932203388,接近涨停极端行情,0,1
2025-08-18,601606,长城军工,地面兵装Ⅱ,沪市主板,58.5,66.29,66.29,56.8,127431765.0,7798726028.25,10.0066,15.75,17.5955,2025-08-25,-0.0626037109669633,接近涨停极端行情,0,1
2025-08-18,603211,晋拓股份,汽车零部件,沪市主板,20.4,21.34,21.34,20.4,11609500.0,246753431.0,10.0,4.85,4.2712,2025-08-25,-0.0229615745079662,接近涨停极端行情,0,1
2025-08-18,603261,*ST立航,航空装备Ⅱ,沪市主板,21.16,22.12,22.12,21.16,1581600.0,34863556.0,4.9834,4.56,2.0406,2025-08-25,-0.0203435804701627,接近涨停极端行情,0,1
2025-08-19,002158,汉钟精机,通用设备,深市主板,22.91,23.85,23.85,22.91,44106323.0,1045502653.15,10.0092,4.34,8.2658,2025-08-26,0.0792452830188676,接近涨停极端行情,0,1
2025-08-19,003019,宸展光电,光学光电子,深市主板,39.59,39.59,39.59,39.59,7256905.0,287300868.95,10.0028,0.0,4.2583,2025-08-26,0.0212174791614043,接近涨停极端行情,0,1
2025-08-19,603657,春光科技,家电零部件Ⅱ,沪市主板,34.75,38.7,38.7,34.75,4755145.0,176653745.9,10.0057,11.23,3.5174,2025-08-26,0.1901808785529715,接近涨停极端行情,0,1
2025-08-20,001277,速达股份,专用设备,深市主板,53.66,48.78,53.88,48.78,4805600.0,244702428.33,-10.0,9.41,25.2926,2025-08-27,-0.1182861828618286,接近跌停极端行情,0,1
2025-08-20,002158,汉钟精机,通用设备,深市主板,24.47,26.24,26.24,23.81,76397277.0,1909049189.66,10.021,10.19,14.3173,2025-08-27,-0.0472560975609755,接近涨停极端行情,0,1
2025-08-20,002190,成飞集成,汽车零部件,深市主板,36.65,40.32,40.32,36.13,66060403.0,2598447837.43,10.0136,11.43,18.4151,2025-08-27,0.2673611111111111,接近涨停极端行情,0,1
2025-08-20,002940,昂利康,化学制药,深市主板,50.877374,49.32143,52.8622,49.241638,16653853.0,846997350.06,-9.8615,6.62,8.9887,2025-08-27,0.0121334681496461,接近跌停极端行情,0,1
2025-08-20,603280,南方路机,工程机械,沪市主板,51.05,47.25,51.07,47.25,8107456.0,389170647.9,-10.0,7.28,29.0156,2025-08-27,-0.0404232804232803,接近跌停极端行情,0,1
2025-08-20,920018,宏远股份,电网设备,北交所,37.1,41.9,47.9,37.03,274312.0,1108577335.37,361.96,119.85,94.11,2025-08-27,-0.1961813842482099,涨跌幅极端异常;接近涨停极端行情;振幅极端异常;换手率极端异常,0,1
2025-08-20,920839,万通液压,工程机械,北交所,39.3,51.74,51.74,38.56,107063.0,500151738.5,30.0,33.12,16.21,2025-08-27,-0.1729802860456127,接近涨停极端行情,0,1
2025-08-21,002158,汉钟精机,通用设备,深市主板,26.24,23.7,26.24,23.62,84029491.0,2033363400.04,-9.6799,9.98,15.7476,2025-08-28,0.0540084388185655,接近跌停极端行情,0,1
2025-08-21,002190,成飞集成,汽车零部件,深市主板,42.14,44.35,44.35,41.31,46686980.0,2025160765.79,9.995,7.54,13.0145,2025-08-28,0.088162344983089,接近涨停极端行情,0,1
2025-08-21,002838,道恩股份,塑料,深市主板,23.90379665,25.9915081,25.9915081,23.72399375,5159535.0,132853553.05,10.0211,9.6,1.2266,2025-08-28,0.0438124519600306,接近涨停极端行情,0,1
2025-08-21,603722,阿科力,化学制品,沪市主板,48.39,53.6,53.6,48.01,4837665.0,249558976.2,9.9938,11.47,5.055,2025-08-28,-0.0261194029850746,接近涨停极端行情,0,1
2025-08-22,002190,成飞集成,汽车零部件,深市主板,47.0,48.79,48.79,43.35,97122923.0,4551821207.75,10.0113,12.27,27.0742,2025-08-29,0.063332650133224,接近涨停极端行情,0,1
2025-08-22,002378,章源钨业,小金属,深市主板,10.73,12.16,12.16,10.66,135769219.0,1627633444.55,10.0452,13.57,11.3606,2025-08-29,0.2212171052631577,接近涨停极端行情,0,1
2025-08-22,002402,和而泰,家电零部件Ⅱ,深市主板,34.09,36.14,36.14,33.84,175015873.0,6237507788.74,10.0152,7.0,21.7187,2025-08-29,0.1270060874377421,接近涨停极端行情,0,1
2025-08-22,002838,道恩股份,塑料,深市主板,27.4698875,28.5886611,28.5886611,26.171311,32341019.0,887331250.96,9.9923,9.3,7.6887,2025-08-29,-0.0635918937805729,接近涨停极端行情,0,1
2025-08-22,603813,*ST原尚,物流,沪市主板,15.7,16.13,16.13,15.7,498300.0,7999874.0,5.013,2.8,0.554,2025-08-29,0.16615003099814,接近涨停极端行情,0,1
2025-08-22,605133,嵘泰股份,汽车零部件,沪市主板,35.14,38.59,38.59,35.1,12169305.0,452424617.42,10.0057,9.95,5.0622,2025-08-29,0.0684115055713914,接近涨停极端行情,0,1
2025-08-25,002134,天津普林,元件,深市主板,25.1,23.4,25.12,23.4,31256125.0,735786214.62,-10.0,6.62,12.7135,2025-09-01,-0.0410256410256408,接近跌停极端行情,0,1
2025-08-25,002190,成飞集成,汽车零部件,深市主板,51.13,53.67,53.67,51.13,66770408.0,3536809923.86,10.002,5.21,18.613,2025-09-01,-0.068194522079374,接近涨停极端行情,0,1
2025-08-25,002378,章源钨业,小金属,深市主板,13.0,13.38,13.38,12.81,51648800.0,685273301.69,10.0329,4.69,4.3218,2025-09-01,0.1591928251121075,接近涨停极端行情,0,1
2025-08-25,002402,和而泰,家电零部件Ⅱ,深市主板,39.03,39.75,39.75,38.5,71066504.0,2808497063.44,9.9889,3.46,8.819,2025-09-01,0.0062893081761006,接近涨停极端行情,0,1
2025-08-25,002842,翔鹭钨业,小金属,深市主板,11.23,12.13,12.13,11.03,74040174.0,864115250.43,9.9728,9.97,27.5793,2025-09-01,0.0676009892827698,接近涨停极端行情,0,1
2025-08-25,002940,昂利康,化学制药,深市主板,50.3687,55.475388,55.475388,50.06948,13149336.0,713878448.76,10.0079,10.72,7.0972,2025-09-01,-0.1190219345559152,接近涨停极端行情,0,1
2025-08-25,003019,宸展光电,光学光电子,深市主板,43.66,39.2,43.75,39.2,26928809.0,1111685535.5,-9.9885,10.45,15.8015,2025-09-01,0.0681122448979589,接近跌停极端行情,0,1
2025-08-25,603813,*ST原尚,物流,沪市主板,16.94,16.94,16.94,16.94,264601.0,4482340.94,5.0217,0.0,0.2942,2025-09-01,0.0997638724911451,接近涨停极端行情,0,1
2025-08-26,002158,汉钟精机,通用设备,深市主板,23.16,25.74,25.74,23.16,42174994.0,1039540094.41,10.0,11.03,7.9038,2025-09-02,-0.0598290598290598,接近涨停极端行情,0,1
2025-08-26,002261,拓维信息,软件开发,深市主板,37.29,40.27,40.27,36.73,132998900.0,5204898382.23,9.9973,9.67,11.6047,2025-09-02,-0.0608393344921778,接近涨停极端行情,0,1
2025-08-26,603685,晨丰科技,光学光电子,沪市主板,16.68,18.5,18.5,16.6,7015464.0,124631964.45,9.9881,11.3,5.1886,2025-09-02,0.0118918918918917,接近涨停极端行情,0,1
2025-08-27,002380,科远智慧,IT服务Ⅱ,深市主板,27.67,29.92,29.92,27.67,16386568.0,476778561.56,10.0,8.27,11.56,2025-09-03,-0.1273395721925134,接近涨停极端行情,0,1
2025-08-27,603068,博通集成,半导体,沪市主板,38.8,42.46,42.46,38.72,11705856.0,485578976.19,10.0,9.69,7.7819,2025-09-03,0.0037682524729156,接近涨停极端行情,0,1
2025-08-27,603813,*ST原尚,物流,沪市主板,17.69,18.43,18.43,17.24,2455284.0,44048929.52,5.0142,6.78,2.7299,2025-09-03,0.0097666847531199,接近涨停极端行情,0,1
2025-08-28,002842,翔鹭钨业,小金属,深市主板,11.8,12.76,12.76,11.31,89376948.0,1093704596.14,10.0,12.5,33.2922,2025-09-04,-0.0815047021943573,接近涨停极端行情,0,1
2025-08-28,600895,张江高科,房地产开发,沪市主板,35.05712434,38.61176298,38.61176298,35.05712434,63259094.0,2379330501.43,10.0142,10.13,4.0847,2025-09-04,-0.1249030256012413,接近涨停极端行情,0,1
2025-08-28,601877,正泰电器,电网设备,沪市主板,26.59,27.86,27.86,26.59,86565879.0,2397437458.52,9.9882,5.01,4.0283,2025-09-04,-0.0050251256281407,接近涨停极端行情,0,1
2025-08-28,603068,博通集成,半导体,沪市主板,46.71,46.71,46.71,46.71,2550094.0,119114890.74,10.0094,0.0,1.6953,2025-09-04,-0.1633483194176836,接近涨停极端行情,0,1
2025-08-28,603216,梦天家居,家居用品,沪市主板,14.73,15.72,15.72,14.59,8233585.0,127604902.35,10.007,7.91,3.6973,2025-09-04,-0.0896946564885495,接近涨停极端行情,0,1
2025-08-28,920112,巴兰仕,专用设备,北交所,49.5,47.65,50.99,44.51,185677.0,890543875.66,211.85,42.41,80.09,2025-09-04,-0.0885624344176285,涨跌幅极端异常;接近涨停极端行情;振幅极端异常;换手率极端异常,0,1
2025-08-29,002074,国轩高科,电池,深市主板,33.17,36.47,36.47,33.01,86744851.0,3045143799.02,10.0151,10.44,5.0212,2025-09-05,0.2072936660268713,接近涨停极端行情,0,1
2025-08-29,002436,兴森科技,元件,深市主板,18.9,21.0,21.0,18.68,259263447.0,5174399499.2,10.0052,12.15,17.1641,2025-09-05,-0.0947619047619047,接近涨停极端行情,0,1
2025-08-29,002989,中天精装,装修装饰Ⅱ,深市主板,30.19,33.22,33.22,29.84,13059578.0,422000358.96,10.0,11.19,6.9959,2025-09-05,0.1363636363636364,接近涨停极端行情,0,1
2025-08-29,600176,中国巨石,玻璃玻纤,沪市主板,15.44425302,15.44425302,15.44425302,15.44425302,31826721.0,496815114.81,10.007,0.0,0.795,2025-09-05,-0.0538116591928251,接近涨停极端行情,0,1
2025-08-29,600673,东阳光,综合Ⅱ,沪市主板,20.8,22.47,22.47,20.11,107790969.0,2322943097.09,9.9853,11.55,3.5912,2025-09-05,0.1125945705384958,接近涨停极端行情,0,1
2025-08-29,601606,长城军工,地面兵装Ⅱ,沪市主板,62.88,69.17,69.17,62.0,112370911.0,7461975627.37,10.0032,11.4,15.5159,2025-09-05,-0.2258204423883186,接近涨停极端行情,0,1
2025-08-29,603197,保隆科技,汽车零部件,沪市主板,40.1636475,38.22984225,40.1636475,38.13067275,27351820.0,1064220933.29,-9.7612,4.8,12.8038,2025-09-05,-0.0145265888456548,接近跌停极端行情,0,1
2025-08-29,603590,康辰药业,生物制品,沪市主板,50.78,56.17,56.17,50.78,6711419.0,365563050.06,10.0078,10.56,4.2683,2025-09-05,0.0135303542816449,接近涨停极端行情,0,1
2025-08-29,603596,伯特利,汽车零部件,沪市主板,34.11238124,31.96737004,34.11238124,31.96066688,45069765.0,2168902238.17,-9.9849,6.06,7.431,2025-09-05,-0.018452505766408,接近跌停极端行情,0,1
2025-08-29,603659,璞泰来,电池,沪市主板,20.59697559,22.27613086,22.27613086,20.2690932,82120932.0,1780801868.27,10.0098,9.91,3.8439,2025-09-05,0.1351471900089207,接近涨停极端行情,0,1
2025-08-29,605133,嵘泰股份,汽车零部件,沪市主板,37.55,41.23,41.23,37.55,10333364.0,412831597.8,10.0053,9.82,4.2985,2025-09-05,0.0618481688091197,接近涨停极端行情,0,1
2025-09-01,000603,盛达资源,贵金属,深市主板,19.0,19.15,19.15,18.18,30492783.0,572368656.98,9.9943,5.57,4.5736,2025-09-08,0.0015665796344648,接近涨停极端行情,0,1
2025-09-01,002074,国轩高科,电池,深市主板,38.49,40.12,40.12,38.3,161297749.0,6338507772.11,10.0082,4.99,9.3369,2025-09-08,0.1121635094715851,接近涨停极端行情,0,1
2025-09-01,002138,顺络电子,元件,深市主板,31.82029956,35.00428288,35.00428288,31.72263136,55982724.0,1927919250.28,10.0061,10.31,7.4001,2025-09-08,-0.0326450892857141,接近涨停极端行情,0,1
2025-09-01,002422,科伦药业,化学制药,深市主板,36.0582638,39.40863654,39.40863654,35.7635096,40657400.0,1574327684.33,10.011,10.18,3.1134,2025-09-08,-0.0027424582398405,接近涨停极端行情,0,1
2025-09-01,601069,西部黄金,贵金属,沪市主板,20.9,21.91,21.91,20.89,29324270.0,636430579.7,9.99,5.12,4.2872,2025-09-08,0.2825193975353721,接近涨停极端行情,0,1
2025-09-01,603590,康辰药业,生物制品,沪市主板,59.0,61.79,61.79,58.42,7855358.0,480161550.82,10.0053,6.0,4.9959,2025-09-08,-0.0791390192587797,接近涨停极端行情,0,1
2025-09-02,002396,星网锐捷,通信设备,深市主板,35.2,32.17,35.45,32.17,34357798.0,1145536701.28,-9.9888,9.18,5.8904,2025-09-09,-0.1007149518184644,接近跌停极端行情,0,1
2025-09-02,002436,兴森科技,元件,深市主板,21.31,19.6,21.4,19.6,202488430.0,4120567665.88,-10.0092,8.26,13.4054,2025-09-09,-0.0489795918367347,接近跌停极端行情,0,1
2025-09-02,601069,西部黄金,贵金属,沪市主板,23.11,24.1,24.1,23.09,40932633.0,981681865.8,9.9954,4.61,5.9844,2025-09-09,0.2825726141078837,接近涨停极端行情,0,1
2025-09-02,605133,嵘泰股份,汽车零部件,沪市主板,43.9,48.34,48.35,42.02,19266615.0,876037820.62,9.9886,14.4,8.0146,2025-09-09,-0.0779892428630534,接近涨停极端行情,0,1
2025-09-03,002158,汉钟精机,通用设备,深市主板,24.26,26.62,26.62,24.21,19669368.0,518144432.22,10.0,9.96,3.6863,2025-09-10,0.0229151014274981,接近涨停极端行情,0,1
2025-09-03,002190,成飞集成,汽车零部件,深市主板,48.4,43.51,48.8,43.51,39457570.0,1773814071.61,-9.9917,10.94,10.9993,2025-09-10,-0.0910135601011261,接近跌停极端行情,0,1
2025-09-03,002558,巨人网络,游戏Ⅱ,深市主板,33.0391464,35.9294488,36.0789472,32.4411528,68925979.0,2457114526.96,9.5412,11.09,3.5625,2025-09-10,0.2199722607489596,接近涨停极端行情,0,1
2025-09-03,002977,*ST天箭,军工电子Ⅱ,深市主板,37.85,35.28,38.09,35.14,5064188.0,184092942.8,-6.79,7.79,7.6016,2025-09-10,-0.038265306122449,接近跌停极端行情,0,1
2025-09-03,601069,西部黄金,贵金属,沪市主板,25.4,26.51,26.51,25.0,71495335.0,1867444325.09,10.0,6.27,10.4526,2025-09-10,0.2523576009053188,接近涨停极端行情,0,1
2025-09-03,601606,长城军工,地面兵装Ⅱ,沪市主板,72.48,65.18,77.07,65.18,85913680.0,5967461455.56,-9.9972,16.42,11.8628,2025-09-10,-0.290119668610003,接近跌停极端行情,0,1
2025-09-04,002158,汉钟精机,通用设备,深市主板,27.95,23.97,28.95,23.96,65384603.0,1696494050.72,-9.9549,18.75,12.2538,2025-09-11,0.1760534000834377,接近跌停极端行情,0,1
2025-09-04,002759,天际股份,电池,深市主板,12.11,12.63,12.63,11.92,37548784.0,468842401.29,10.0174,6.18,7.4956,2025-09-11,0.4093428345209817,接近涨停极端行情,0,1
2025-09-04,600673,东阳光,综合Ⅱ,沪市主板,26.8,23.52,27.0,23.52,98861870.0,2418078337.51,-9.9885,13.32,3.2937,2025-09-11,0.0701530612244898,接近跌停极端行情,0,1
2025-09-04,600895,张江高科,房地产开发,沪市主板,37.3936003,33.78903696,37.47347982,33.78903696,111110208.0,3901935201.16,-10.0,9.81,7.1745,2025-09-11,0.0260047281323876,接近跌停极端行情,0,1
2025-09-04,601606,长城军工,地面兵装Ⅱ,沪市主板,58.66,58.66,61.99,58.66,20144137.0,1187132801.49,-10.0031,5.11,2.7815,2025-09-11,-0.1967269007841799,接近跌停极端行情,0,1
2025-09-04,605133,嵘泰股份,汽车零部件,沪市主板,45.67,41.94,46.62,41.94,12037687.0,528540925.09,-10.0,10.04,5.0075,2025-09-11,0.0419647114926087,接近跌停极端行情,0,1
2025-09-05,002407,多氟多,化学制品,深市主板,13.7,15.19,15.19,13.7,73780405.0,1100649994.8,9.9928,10.79,6.828,2025-09-12,0.1257406188281766,接近涨停极端行情,0,1
2025-09-05,002759,天际股份,电池,深市主板,13.89,13.89,13.89,13.89,15305539.0,212593936.71,9.9762,0.0,3.0554,2025-09-12,0.2879769618430525,接近涨停极端行情,0,1
2025-09-05,002971,和远气体,化学制品,深市主板,27.73,30.5,30.5,27.5,5884208.0,172500955.54,9.9892,10.82,3.6547,2025-09-12,0.0147540983606557,接近涨停极端行情,0,1
2025-09-05,600330,天通股份,电子化学品Ⅱ,沪市主板,10.9,12.1,12.1,10.58,310779730.0,3563376817.44,10.0,13.82,25.1963,2025-09-12,-0.115702479338843,接近涨停极端行情,0,1
2025-09-05,600699,均胜电子,汽车零部件,沪市主板,21.99,23.2,23.2,21.8,121639117.0,2764865064.79,10.0047,6.64,8.9767,2025-09-12,0.1086206896551724,接近涨停极端行情,0,1
2025-09-05,601069,西部黄金,贵金属,沪市主板,25.6,29.82,29.82,25.6,62185396.0,1721549377.25,9.9963,15.57,9.0915,2025-09-12,0.051307847082495,接近涨停极端行情,0,1
2025-09-05,603127,昭衍新药,医疗服务,沪市主板,31.66,34.01,34.01,31.0,57796274.0,1904508270.7,9.9935,9.73,9.167,2025-09-12,0.1132019994119377,接近涨停极端行情,0,1
2025-09-05,603319,美湖股份,汽车零部件,沪市主板,34.5642582,37.67104557,37.72099392,33.91492965,29287406.0,1046727795.18,9.6221,11.08,8.6355,2025-09-12,0.079289313179528,接近涨停极端行情,0,1
2025-09-05,603659,璞泰来,电池,沪市主板,22.99151062,25.28668735,25.28668735,22.99151062,104062477.0,2548676407.68,9.9827,9.98,4.8709,2025-09-12,0.0322200392927307,接近涨停极端行情,0,1
2025-09-05,603813,*ST原尚,物流,沪市主板,18.8,19.56,19.56,18.65,1526461.0,29411895.44,4.9919,4.88,1.6972,2025-09-12,0.1370143149284253,接近涨停极端行情,0,1
2025-09-05,603895,天永智能,专用设备,沪市主板,30.5,34.21,34.21,30.41,7041837.0,233800035.37,10.0,12.22,6.5154,2025-09-12,-0.0754165448699211,接近涨停极端行情,0,1
2025-09-08,002158,汉钟精机,通用设备,深市主板,25.2,27.46,27.46,25.2,34281830.0,906638963.94,10.016,9.05,6.4248,2025-09-15,-0.0560815731973779,接近涨停极端行情,0,1
2025-09-08,002407,多氟多,化学制品,深市主板,16.24,16.71,16.71,15.64,244271970.0,3964159701.01,10.0066,7.04,22.6062,2025-09-15,0.0634350688210652,接近涨停极端行情,0,1
2025-09-08,002759,天际股份,电池,深市主板,15.28,15.28,15.28,15.28,10967868.0,167589023.04,10.0072,0.0,2.1894,2025-09-15,0.131544502617801,接近涨停极端行情,0,1
2025-09-08,600699,均胜电子,汽车零部件,沪市主板,23.99,25.52,25.52,23.66,92122079.0,2296217490.31,10.0,8.02,6.7984,2025-09-15,0.0858150470219436,接近涨停极端行情,0,1
2025-09-08,601606,长城军工,地面兵装Ⅱ,沪市主板,51.0,48.24,51.72,48.22,100888333.0,4998923268.46,-9.916,6.54,13.9305,2025-09-15,0.019278606965174,接近跌停极端行情,0,1
2025-09-08,603657,春光科技,家电零部件Ⅱ,沪市主板,40.44,44.62,44.62,40.18,4202740.0,180430750.8,10.0099,10.95,3.1088,2025-09-15,-0.1015239802779021,接近涨停极端行情,0,1
2025-09-08,603813,*ST原尚,物流,沪市主板,20.44,20.54,20.54,20.0,1146200.0,23419072.0,5.0102,2.76,1.2744,2025-09-15,0.0686465433300875,接近涨停极端行情,0,1
2025-09-09,002759,天际股份,电池,深市主板,16.81,16.81,16.81,16.2,122473130.0,2053078203.87,10.0131,3.99,24.4486,2025-09-16,0.1314693634741226,接近涨停极端行情,0,1
2025-09-09,601069,西部黄金,贵金属,沪市主板,29.16,30.91,30.91,28.88,64681794.0,1949230980.32,10.0,7.22,7.2906,2025-09-16,0.0197347136848915,接近涨停极端行情,0,1
