股票预测数,噪声样本数,降噪后股票预测数,原始正确数,自适应阈值正确数,修正后正确数,原始准确率,自适应阈值准确率,修正后准确率,降噪后原始正确数,降噪后自适应阈值正确数,降噪后修正后正确数,降噪后原始准确率,降噪后自适应阈值准确率,降噪后修正后准确率
2143,754,1389,1037,1078,1396,48.39%,50.30%,65.14%,669,716,977,48.16%,51.55%,70.34%
