锚点日期,训练样本数,特征集合,特征数量,股票数量,预测正确数,80%目标所需准确数,涨跌预测准确率,是否达到80%目标,预测上涨数,预测下跌数,实际上涨数,实际下跌数
2026-02-25,36767,relative_core,39,223,68,179,30.49%,0,192,31,41,182
