股票预测数,噪声样本数,降噪后股票预测数,原始正确数,自适应阈值正确数,修正后正确数,原始准确率,自适应阈值准确率,修正后准确率,降噪后原始正确数,降噪后自适应阈值正确数,降噪后修正后正确数,降噪后原始准确率,降噪后自适应阈值准确率,降噪后修正后准确率
2250,667,1583,1205,1270,1603,53.56%,56.44%,71.24%,852,899,1205,53.82%,56.79%,76.12%
